file,npts,vmin,vmax,vstep_med,Lmax,Jmax,PDmax,pd_noise_off,L_per_PDV,noise_L_equiv,J_leak,J_rev,EQEmax,L_at_EQEmax,EQE_1,EQE_10,EQE_100,EQE_1000,lum_per_mW
2022-05-05_220503 blue_d32_p1_jvl_s1_eval.csv,15,-2.0,4.0,0.2,3020.58,48.01898,0.0877216,nan,34433.671638721135,nan,0.09146,0.62836,4.11,2112.12,nan,nan,1.7627123439921446,3.8302721203479875,61281.80158247109
2022-05-05_220503 blue_d32_p4_jvl_s1_eval.csv,15,-2.0,4.0,0.2,3019.61,54.85048,0.0876936,nan,34433.608525576135,nan,0.36984,1.95386,3.59,2122.08,nan,nan,0.9610351710454779,3.1269158502391243,61274.55357142858
2022-05-05_220503 blue_d32_p8_jvl_s1_eval.csv,15,-2.0,4.0,0.2,3009.1,53.67991,0.0873883,nan,34433.68009901978,nan,0.31051,1.19833,3.67,2109.06,nan,nan,1.1947980295865168,3.31727216331054,61272.65322744858
2022-05-05_220503 blue_d33_p1_jvl_s1_eval.csv,15,-2.0,4.0,0.2,2465.03,37.19054,0.0690177,nan,35715.85513901978,nan,0.03137,0.21439,4.2,1228.12,nan,nan,2.9575728605953278,4.179139760958368,63976.9011160135
2022-05-05_220503 blue_d33_p4_jvl_s1_eval.csv,15,-2.0,4.0,0.2,2498.46,36.88206,0.0699539,nan,35715.96524041464,nan,0.02874,0.24978,4.34,762.47,nan,nan,3.5007221345976083,4.34,63981.049935979514
2022-05-05_220503 blue_d40_p5_jvl_s1_eval.csv,29,-2.0,4.0,0.1,4542.36,69.86113,0.1345904,2.9750672261312012e-05,33749.476683422836,1.0040696197993042,0.00131,0.00419,4.61,385.1,nan,3.269828115930575,4.364680590988647,4.519406497291946,59917.6889592402
2022-05-05_220503 blue_d41_p1_jvl_s1_eval.csv,15,-2.0,4.0,0.2,2724.38,39.61906,0.0808527,nan,33695.496783416726,nan,0.00809,0.08427,5.14,848.52,nan,nan,4.401438285266764,5.136630357436818,54444.04476418865
2022-05-05_220503 blue_d41_p4_jvl_s1_eval.csv,15,-2.0,4.0,0.2,2194.48,32.53607,0.0651266,nan,33695.64023839501,nan,0.03744,0.35591,4.87,1611.75,nan,nan,2.985604603948016,4.796018430845135,54453.59801488833
2022-05-05_220503 blue_d41_p5_jvl_s1_eval.csv,15,-2.0,4.0,0.2,3761.08,56.43921,0.1116194,nan,33695.57621703754,nan,0.00324,0.02576,5.24,507.0,nan,nan,4.833143543696265,5.174627835243731,54453.16345736209
2022-05-05_ITO_d70_p2_jvl_s1_eval.csv,69,-2.0,14.0,0.2,1885.05,67.33844,0.0287559,nan,65553.40536538517,nan,0.15331,0.21521,0.87,953.62,nan,0.19570816523847553,0.5949238657391049,0.87,153881.6326530612
2022-05-05_ITO_d70_p3_jvl_s1_eval.csv,69,-2.0,14.0,0.2,881.87,41.80224,0.0134527,nan,65553.34547503872,nan,0.17967,0.28347,0.95,713.41,nan,nan,0.4173914829274862,nan,153904.01396160558
2022-05-05_ITO_d70_p7_jvl_s1_eval.csv,69,-2.0,14.0,0.2,633.93,25.17352,0.0096704,nan,65553.83022774328,nan,0.3137,0.6798,1.27,72.48,nan,0.103640724904134,0.2857491010827763,nan,153866.50485436892
2022-05-05_ITO_d70_p8_jvl_s1_eval.csv,69,-2.0,14.0,0.2,149.31,14.56477,0.0022777,nan,65552.46127013885,nan,2.999,7.55553,0.57,145.05,nan,nan,0.35698304468303316,nan,153927.8350515464
2022-05-05_ITO_d73_p1_jvl_s1_eval.csv,49,-2.0,22.0,0.5,17.33,119.22969,0.0005172,nan,nan,nan,0.00316,0.00884,0.02,12.33,nan,0.016106542365656985,nan,nan,72208.33333333333
2022-05-05_ITO_d73_p3_jvl_s1_eval.csv,49,-2.0,22.0,0.5,24.19,135.07281,0.0007218,nan,nan,nan,0.00266,0.00646,0.02,3.57,nan,0.02,nan,nan,71147.05882352941
2022-05-05_ITO_d73_p3_jvl_s2_eval.csv,61,-2.0,28.0,0.5,21.51,231.26844,0.0006417,nan,nan,nan,0.00124,0.00205,0.02,4.19,nan,0.02,nan,nan,71700.00000000001
2022-05-05_ITO_d73_p3_jvl_s3_eval.csv,75,-2.0,35.0,0.5,6.42,304.69056,0.0001915,nan,nan,nan,0.01427,0.02622,0.02,4.29,nan,nan,nan,nan,71333.33333333333
2022-05-05_ITO_d73_p4_jvl_s1_eval.csv,49,-2.0,22.0,0.5,16.63,141.82694,0.0004963,nan,nan,nan,0.00449,0.01289,0.01,5.4,nan,0.01,nan,nan,72304.34782608695
2022-05-05_ITO_d73_p6_jvl_s1_eval.csv,49,-2.0,22.0,0.5,18.07,154.73606,0.0005393,nan,nan,nan,0.00541,0.01548,0.01,3.93,nan,0.01,nan,nan,72280.0
2022-05-05_ITO_d73_p8_jvl_s1_eval.csv,49,-2.0,22.0,0.5,11.92,114.0615,0.0003557,nan,nan,nan,0.01572,0.05497,0.01,3.37,nan,0.01,nan,nan,70117.64705882352
2022-05-12_ITO_d77_p1_jvl_s1_eval.csv,59,-2.0,12.0,0.2,11.84,2.35767,0.0003,nan,nan,nan,0.0008,0.00108,0.24,11.84,nan,0.2266677132823737,nan,nan,107636.36363636363
2022-05-12_ITO_d77_p1_jvl_s2_eval.csv,74,-2.0,15.0,0.2,155.77,22.22394,0.0039456,nan,39478.556437103965,nan,0.0007,0.00097,0.36,4.85,nan,0.26653109566041977,0.32,nan,103846.66666666667
2022-05-12_ITO_d77_p2_jvl_s1_eval.csv,59,-2.0,12.0,0.2,10.17,2.26445,0.0002575,nan,nan,nan,0.00054,0.00078,0.26,7.69,nan,0.21301535329060622,nan,nan,101700.0
2022-05-12_ITO_d77_p2_jvl_s2_eval.csv,74,-2.0,15.0,0.2,175.48,25.40159,0.0044449,nan,39479.30805609112,nan,0.00053,0.00074,0.39,4.26,nan,0.26952741193920965,0.3141374780800773,nan,103834.31952662721
2022-05-12_ITO_d77_p3_jvl_s1_eval.csv,59,-2.0,12.0,0.2,22.13,3.42506,0.0005605,nan,nan,nan,0.00088,0.00121,0.38,6.92,nan,0.2988001821468682,nan,nan,105380.95238095237
2022-05-12_ITO_d77_p3_jvl_s2_eval.csv,74,-2.0,15.0,0.2,244.04,32.20649,0.0061813,nan,39480.23369680681,nan,0.00079,0.00116,0.36,122.56,nan,0.25509006182648886,0.35,nan,104290.59829059828
2022-05-12_ITO_d77_p4_jvl_s1_eval.csv,59,-2.0,12.0,0.2,32.52,4.42737,0.0008238,nan,nan,nan,0.00071,0.00096,0.39,8.04,nan,0.34071043843681914,nan,nan,104903.22580645162
2022-05-12_ITO_d77_p4_jvl_s2_eval.csv,74,-2.0,15.0,0.2,281.52,36.37576,0.0071307,nan,39479.92965561987,nan,0.00061,0.00086,0.49,6.98,nan,0.41266389200794706,0.39,nan,104266.66666666666
2022-05-12_ITO_d77_p5_jvl_s1_eval.csv,59,-2.0,12.0,0.2,24.97,3.43604,0.0006324,nan,nan,nan,0.00077,0.00105,4.32,5.82,nan,0.3705589944925516,nan,nan,104041.66666666666
2022-05-12_ITO_d77_p5_jvl_s2_eval.csv,74,-2.0,15.0,0.2,353.41,49.22565,0.0089517,nan,39480.06449837776,nan,0.00073,0.00099,0.55,6.17,nan,0.4,0.3873416067936358,nan,104250.73746312686
2022-05-12_ITO_d77_p5_jvl_s3_eval.csv,89,-2.0,18.0,0.2,1877.79,234.11175,0.0475635,nan,39479.62672608994,nan,0.00073,0.00099,0.49,64.28,nan,0.43896739025531173,0.48349254068451974,0.4340849849003348,104090.35476718404
2022-05-12_ITO_d77_p5_jvl_s4_eval.csv,104,-2.0,21.0,0.2,698.25,149.777,0.0176864,nan,39479.65889871385,nan,0.00074,0.001,0.77,5.6,nan,0.42328343236714844,0.3219674505592355,nan,104061.10283159463
2022-05-12_ITO_d77_p5_jvl_s5_eval.csv,53,-2.0,24.0,0.5,959.13,274.92225,0.0242942,nan,39479.84374192309,nan,0.00074,0.001,0.34,5.13,nan,0.3231867922737687,0.3,nan,104140.06514657981
2022-05-12_ITO_d77_p6_jvl_s1_eval.csv,59,-2.0,12.0,0.2,63.83,2127.88562,0.0016168,nan,nan,nan,297.94575,405.06956,0.11,13.87,nan,0.08054190632752371,nan,nan,104639.34426229508
2022-05-12_ITO_d77_p6_jvl_s2_eval.csv,74,-2.0,15.0,0.2,176.04,30.84319,0.0044591,nan,39479.0346819106,nan,0.08452,0.17974,0.27,176.04,nan,0.1293994686280232,0.25043901657109524,nan,104165.68047337278
2022-05-12_ITO_d77_p7_jvl_s1_eval.csv,59,-2.0,12.0,0.2,13.81,2.86789,0.0003497,nan,nan,nan,0.00052,0.00071,0.23,10.09,nan,0.22895581655726038,nan,nan,106230.76923076925
2022-05-12_ITO_d77_p7_jvl_s2_eval.csv,74,-2.0,15.0,0.2,241.95,33.9538,0.0061284,nan,39479.95827745493,nan,0.00049,0.00066,0.5,4.09,nan,0.3625331515493685,0.34,nan,104288.79310344828
2022-05-12_ITO_d77_p8_jvl_s1_eval.csv,59,-2.0,12.0,0.2,13.48,2.20056,0.0003415,nan,nan,nan,0.00052,0.00072,0.42,4.56,nan,0.28766996244552956,nan,nan,103692.3076923077
2022-05-12_ITO_d77_p8_jvl_s2_eval.csv,74,-2.0,15.0,0.2,135.73,20.46488,0.0034379,nan,39480.130261488375,nan,0.00046,0.00063,0.32,118.53,nan,0.22435951538698615,0.31,nan,104407.6923076923
2022-05-12_ITO_d80_p1_jvl_s1_eval.csv,51,-2.0,23.0,0.5,28.11,309.90187,0.0021269,nan,0.0,nan,0.00041,0.00054,0.55,8.64,nan,0.36594129916596574,nan,nan,117125.0
2022-05-12_ITO_d80_p2_jvl_s1_eval.csv,51,-2.0,23.0,0.5,9.62,313.59669,0.0021265,nan,0.0,nan,0.00071,0.00101,385.07,9.61,nan,nan,nan,nan,120249.99999999999
2022-05-12_ITO_d80_p4_jvl_s1_eval.csv,89,-2.0,18.0,0.2,3442.92,230.94631,0.0782621,nan,43992.20734000809,nan,0.18593,0.04282,0.65,2693.37,nan,0.30078941401950526,0.46842358544493623,0.5475572660874132,115767.31674512442
2022-05-12_ITO_d80_p5_jvl_s1_eval.csv,51,-2.0,23.0,0.5,11.47,294.79406,0.0020854,nan,0.0,nan,0.00047,0.00064,3062.82,11.45,nan,nan,nan,nan,114700.0
2022-05-12_ITO_d80_p6_jvl_s1_eval.csv,51,-2.0,23.0,0.5,111.46,317.639,0.0024926,nan,44716.4141535866,nan,0.00056,0.00087,23560.48,95.1,nan,nan,55.645441911860075,nan,117326.31578947368
2022-05-12_ITO_d80_p7_jvl_s1_eval.csv,51,-2.0,23.0,0.5,5.42,310.66406,0.0023417,nan,0.0,nan,0.00059,0.00086,nan,nan,nan,nan,nan,nan,108400.0
2022-05-12_ITO_d80_p8_jvl_s1_eval.csv,51,-2.0,23.0,0.5,0.0,319.7755,0.0023172,nan,0.0,nan,0.00033,0.00044,nan,nan,nan,nan,nan,nan,nan
2022-05-12_ITO_d81_p1_jvl_s1_eval.csv,39,-2.0,17.0,0.5,59.87,84.47756,0.0021266,nan,28151.619613447067,nan,31.83243,37.07765,36491.45,59.87,nan,1.0091635668444574,nan,nan,78776.31578947368
2022-05-12_ITO_d81_p1_jvl_s2_eval.csv,45,-2.0,20.0,0.5,65.22,39.23552,0.0023168,nan,28151.326461200355,nan,7.05784,28.20984,42890.63,53.81,nan,1.0671063005476078,nan,nan,78578.31325301205
2022-05-12_ITO_d81_p1_jvl_s3_eval.csv,55,-2.0,25.0,0.5,2.85,310.3435,0.0023415,nan,0.0,nan,14.39816,13.99532,0.09,2.85,nan,nan,nan,nan,71250.0
2022-05-12_ITO_d81_p3_jvl_s1_eval.csv,39,-2.0,17.0,0.5,12.54,8.47141,0.0016967,nan,0.0,nan,0.00054,0.00072,259.17,6.05,nan,35.21284560063363,nan,nan,78374.99999999999
2022-05-12_ITO_d81_p3_jvl_s2_eval.csv,45,-2.0,20.0,0.5,69.1,53.44185,0.0024545,nan,28151.643760656178,nan,0.00053,0.00073,12344.95,69.1,nan,0.733471835889195,nan,nan,78522.72727272726
2022-05-12_ITO_d81_p3_jvl_s3_eval.csv,55,-2.0,25.0,0.5,6.05,342.76556,0.0021266,nan,0.0,nan,0.00072,0.00189,21.97,6.05,nan,nan,nan,nan,75624.99999999999
2022-05-12_ITO_d81_p4_jvl_s1_eval.csv,55,-2.0,25.0,0.5,835.91,352.20694,0.0287046,nan,29121.011475672443,nan,0.00179,0.00274,0.4,164.96,nan,0.2926008972149107,0.39,nan,82355.66502463055
2022-05-12_ITO_d81_p5_jvl_s1_eval.csv,55,-2.0,25.0,0.5,1406.56,586.27931,0.0483005,nan,29120.973414919335,nan,119.02975,108.36013,0.34,404.14,nan,0.048932111640830396,0.26693727638814374,0.14087275648354455,82351.28805620607
2022-05-12_ITO_d81_p6_jvl_s1_eval.csv,55,-2.0,25.0,0.5,614.55,385.20562,0.0211033,nan,29120.986416317915,nan,29.27247,40.96289,0.11,596.58,nan,0.030971411509807673,0.1,nan,82379.35656836462
2022-05-12_ITO_d81_p7_jvl_s1_eval.csv,55,-2.0,25.0,0.5,225.4,197.39437,0.00774,nan,29121.030470768786,nan,0.00057,0.00079,0.1,36.1,nan,0.09,0.09,nan,82262.77372262774
2022-05-12_ITO_d81_p7_jvl_s2_eval.csv,45,-2.0,20.0,0.5,12.11,91.59687,0.0019114,nan,0.0,nan,0.00047,0.00064,2508.72,6.05,nan,495.9131268817365,nan,nan,80733.33333333334
2022-05-12_ITO_d81_p7_jvl_s3_eval.csv,55,-2.0,25.0,0.5,6.06,356.07631,0.0021265,nan,0.0,nan,0.00049,0.00066,1183.91,6.06,nan,nan,nan,nan,75749.99999999999
2022-05-12_ITO_d81_p8_jvl_s1_eval.csv,55,-2.0,25.0,0.5,512.12,226.14662,0.017586,nan,29120.901836786983,nan,0.00064,0.00086,0.15,485.83,nan,0.11120505448212681,0.12,nan,82334.40514469454
2022-05-12_ITO_d81_p8_jvl_s2_eval.csv,45,-2.0,20.0,0.5,6.06,42.12188,0.0021264,nan,0.0,nan,0.00049,0.00072,471.56,6.05,nan,nan,nan,nan,75749.99999999999
2022-05-12_ITO_d81_p8_jvl_s3_eval.csv,55,-2.0,25.0,0.5,12.11,332.87144,0.0019113,nan,0.0,nan,0.00059,0.00081,667.83,6.06,nan,0.24848061543409564,nan,nan,80733.33333333334
2022-05-12_ITO_d82_p1_jvl_s1_eval.csv,45,-2.0,20.0,0.5,92.81,188.45156,0.0019116,nan,48553.18926272827,nan,0.00063,0.00089,15920.14,82.37,nan,nan,nan,nan,125418.91891891892
2022-05-12_ITO_d82_p2_jvl_s1_eval.csv,41,-2.0,18.0,0.5,3629.15,247.00144,0.075111,nan,48317.09714544519,nan,0.00056,0.00077,1.01,89.07,nan,0.9950175714432249,1.01,0.9674412856164548,125619.591554171
2022-05-12_ITO_d82_p2_jvl_s2_eval.csv,45,-2.0,20.0,0.5,3560.94,308.03156,0.0736993,nan,48317.12930173609,nan,0.00056,0.00076,0.87,6.43,nan,0.6395690982074802,0.685297743582269,0.7393850164520909,125650.67043048695
2022-05-12_ITO_d82_p3_jvl_s1_eval.csv,45,-2.0,20.0,0.5,0.0,249.30525,0.0021265,nan,0.0,nan,0.00052,0.00071,nan,nan,nan,nan,nan,nan,nan
2022-05-12_ITO_d82_p4_jvl_s1_eval.csv,45,-2.0,20.0,0.5,7.14,167.00563,0.0021265,nan,0.0,nan,0.00053,0.00072,1576.62,7.14,nan,nan,nan,nan,118999.99999999999
2022-05-12_ITO_d82_p5_jvl_s1_eval.csv,45,-2.0,20.0,0.5,10.44,187.862,0.0021266,nan,0.0,nan,0.05592,0.07949,0.04,10.44,nan,nan,nan,nan,130499.99999999999
2022-05-12_ITO_d82_p7_jvl_s1_eval.csv,41,-2.0,18.0,0.5,2372.3,166.69706,0.0490986,nan,48317.07171966565,nan,0.00059,0.00079,0.73,304.6,nan,0.6268519275821365,0.71,0.714270098692932,125651.48305084746
2022-05-12_ITO_d82_p7_jvl_s2_eval.csv,45,-2.0,20.0,0.5,2745.06,236.91837,0.0568134,nan,48317.159381186466,nan,0.00059,0.00079,0.66,543.77,nan,0.47654300581689496,0.6143850073694997,0.65405610652804,125632.0366132723
2022-05-12_ITO_d82_p8_jvl_s1_eval.csv,45,-2.0,20.0,0.5,10.44,409.2265,0.0019117,nan,0.0,nan,0.00057,0.00077,533.36,10.43,nan,nan,nan,nan,130499.99999999999
2022-05-12_ITO_d83_p1_jvl_s1_eval.csv,45,-2.0,20.0,0.5,844.04,188.79819,0.0287079,nan,29400.985260875463,nan,77.911,89.12981,63650.59,678.82,nan,0.01,0.0620446052254822,nan,78442.37918215613
2022-05-12_ITO_d83_p1_jvl_s2_eval.csv,55,-2.0,25.0,0.5,0.0,624.99481,8.51e-05,nan,nan,nan,77.54412,103.44644,nan,nan,nan,nan,nan,nan,nan
2022-05-12_ITO_d83_p2_jvl_s1_eval.csv,45,-2.0,20.0,0.5,1130.66,224.09819,0.0384563,nan,29401.080081196924,nan,216.512,127.14406,0.33,810.18,nan,0.01918703609025712,0.11323156738705908,0.32801205010018464,78409.15395284328
2022-05-12_ITO_d83_p2_jvl_s2_eval.csv,55,-2.0,25.0,0.5,0.0,625.00187,6.53e-05,nan,nan,nan,187.33831,259.58038,nan,nan,nan,nan,nan,nan,nan
2022-05-12_ITO_d83_p3_jvl_s1_eval.csv,45,-2.0,20.0,0.5,299.84,66.40825,0.0101984,nan,29401.713900085473,nan,0.00102,0.00146,0.29,299.84,nan,0.06268122131925981,0.20956252233642597,nan,78492.14659685863
2022-05-12_ITO_d83_p3_jvl_s2_eval.csv,55,-2.0,25.0,0.5,769.58,341.77213,0.0261751,nan,29401.09337844133,nan,0.00056,0.00081,0.35,104.2,nan,0.2487071606134174,0.34881709055369353,nan,78448.52191641183
2022-05-12_ITO_d83_p4_jvl_s1_eval.csv,45,-2.0,20.0,0.5,492.31,79.934,0.0167447,nan,29401.06082310581,nan,0.00058,0.00089,0.42,75.94,nan,0.37367212630002233,0.42,nan,78393.31210191082
2022-05-12_ITO_d83_p4_jvl_s2_eval.csv,55,-2.0,25.0,0.5,1329.25,285.53363,0.0452111,nan,29401.011239281564,nan,0.00053,0.00077,0.49,188.36,nan,0.3764133326435424,0.4791548835495929,0.3601948858923963,78421.82890855457
2022-05-12_ITO_d83_p5_jvl_s1_eval.csv,45,-2.0,20.0,0.5,494.57,79.633,0.0168216,nan,29400.756364770557,nan,0.00036,0.00047,0.57,3.04,nan,0.42,0.42,nan,78378.76386687797
2022-05-12_ITO_d83_p5_jvl_s2_eval.csv,55,-2.0,25.0,0.5,1309.5,292.37744,0.0445391,nan,29401.132937127153,nan,0.00036,0.00047,0.48,130.94,nan,0.37329638168054,0.471982914245537,0.37,78413.17365269462
2022-05-12_ITO_d83_p6_jvl_s1_eval.csv,45,-2.0,20.0,0.5,422.55,74.53644,0.014372,nan,29400.83523620167,nan,0.00032,0.00043,0.39,3.33,nan,0.33562119164210563,0.36872630842560844,nan,78395.17625231911
2022-05-12_ITO_d83_p6_jvl_s2_eval.csv,55,-2.0,25.0,0.5,956.12,442.4275,0.0325199,nan,29400.975317080083,nan,0.00034,0.00045,0.41,104.2,nan,0.2907013574726354,0.40786220459497075,nan,78434.78260869566
2022-05-12_ITO_d83_p8_jvl_s1_eval.csv,45,-2.0,20.0,0.5,415.5,69.19475,0.0141323,nan,29401.14845295708,nan,0.00063,0.00084,0.57,4.18,nan,0.36518511092010375,0.4,nan,78396.22641509434
2022-05-12_ITO_d83_p8_jvl_s2_eval.csv,55,-2.0,25.0,0.5,1245.01,299.1425,0.0423457,nan,29401.136425904515,nan,0.00065,0.00087,0.44,132.01,nan,0.3271048767061616,0.43187560853978124,0.3233384189006448,78401.13350125945
2022-05-12_ITO_d84_p1_jvl_s1_eval.csv,45,-2.0,20.0,0.5,2550.43,151.01975,0.0535609,nan,47617.3910701541,nan,0.00168,0.00224,0.66,2342.6,nan,nan,0.48850555353040404,0.6372739949978314,124048.15175097277
2022-05-12_ITO_d84_p1_jvl_s2_eval.csv,51,-2.0,23.0,0.5,3321.52,263.83756,0.0697544,nan,47617.30447254245,nan,0.00138,0.00186,1.01,403.87,nan,0.5519542134808685,0.9081026870850587,0.9854178285229926,124029.87303958177
2022-05-12_ITO_d84_p2_jvl_s1_eval.csv,45,-2.0,20.0,0.5,3761.11,314.81813,0.0789862,nan,47617.3053014324,nan,198.83231,204.45019,0.64,2831.74,nan,0.015712185132014327,0.16277647626392228,0.5039602085985252,124047.16358839051
2022-05-12_ITO_d84_p2_jvl_s2_eval.csv,51,-2.0,23.0,0.5,3728.49,370.01231,0.0783012,nan,47617.29170169607,nan,119.06375,155.34025,0.66,1053.32,nan,nan,0.26348184169436245,0.652694270564527,124034.93013972056
2022-05-12_ITO_d84_p3_jvl_s1_eval.csv,45,-2.0,20.0,0.5,3966.17,292.77113,0.0832927,nan,47617.272045430196,nan,0.00076,0.00103,2.92,5.06,nan,0.42909271845196983,0.585816106160835,0.6725009720330332,124020.32520325202
2022-05-12_ITO_d84_p3_jvl_s2_eval.csv,51,-2.0,23.0,0.5,3768.51,343.78813,0.0791416,nan,47617.30989057841,nan,0.00076,0.00102,1.19,5.54,nan,1.0704974124612885,1.0143637130695118,0.9389742404334618,124045.75378538512
2022-05-12_ITO_d84_p4_jvl_s1_eval.csv,45,-2.0,20.0,0.5,3006.44,179.05581,0.0631376,nan,47617.267682015154,nan,0.00094,0.00119,0.66,1808.55,nan,0.3099804447206039,0.5330773105306303,0.6452457735430309,124028.05280528053
2022-05-12_ITO_d84_p4_jvl_s2_eval.csv,51,-2.0,23.0,0.5,3647.62,338.0865,0.0766029,nan,47617.35012918462,nan,0.00077,0.00108,1.02,345.39,nan,0.6339949216731313,0.9354076823765243,0.9837807711501743,124026.52159129547
2022-05-12_ITO_d84_p5_jvl_s1_eval.csv,45,-2.0,20.0,0.5,2705.24,161.659,0.0568121,nan,47617.29530818767,nan,0.00077,0.00103,0.66,2705.24,nan,0.3228104763779175,0.5345839643867526,0.64,124036.68042182484
2022-05-12_ITO_d84_p5_jvl_s2_eval.csv,51,-2.0,23.0,0.5,3413.81,283.80363,0.0716927,nan,47617.343747415725,nan,0.00071,0.00096,1.01,326.49,nan,0.6976460440817859,0.9279330485013155,0.9727590864410448,124048.32848837209
2022-05-12_ITO_d84_p6_jvl_s1_eval.csv,45,-2.0,20.0,0.5,3853.45,283.938,0.0809255,nan,47617.33333333334,nan,0.00073,0.00099,0.66,3554.83,nan,0.42698255021632675,0.5550087384547475,0.6429317713892831,124024.78274863212
2022-05-12_ITO_d84_p6_jvl_s2_eval.csv,51,-2.0,23.0,0.5,3671.8,343.40325,0.0771107,nan,47617.29169943778,nan,0.0007,0.00095,1.01,124.8,nan,0.8692738522700112,0.9953436728423648,0.9155721048516885,124047.2972972973
2022-05-12_ITO_d84_p7_jvl_s1_eval.csv,45,-2.0,20.0,0.5,4182.77,386.28487,0.0878414,nan,47617.30682029885,nan,0.0013,0.00173,0.68,4095.0,nan,0.38160554786679984,0.5605215108812162,0.65,124044.18742586004
2022-05-12_ITO_d84_p7_jvl_s2_eval.csv,51,-2.0,23.0,0.5,2697.44,309.79281,0.0566483,nan,47617.30318636488,nan,0.00093,0.00124,0.9,4.86,nan,0.7355237743433947,0.57,0.608962027142682,124020.22988505749
2022-05-12_ITO_d84_p8_jvl_s1_eval.csv,45,-2.0,20.0,0.5,3755.52,226.96062,0.0788687,nan,47617.369121083524,nan,0.00127,0.00198,0.91,2680.52,nan,0.28765599894844623,0.5270440412844715,0.64,124026.42007926024
2022-05-12_ITO_d84_p8_jvl_s2_eval.csv,51,-2.0,23.0,0.5,3755.5,358.74519,0.0788683,nan,47617.31591506842,nan,0.00119,0.00164,1.11,282.07,nan,0.781859089039,1.0112481551247,1.0337994840706295,124025.75957727873
2022-05-15_CsO-varz_d11_p1_jvl_s1_eval.csv,59,-2.0,7.0,0.1,1702.76,579.63094,0.0483717,nan,35201.63980391967,nan,0.01404,0.02822,0.55,6.39,nan,0.48,0.42328335591024563,0.20379544856218235,156936.40552995392
2022-05-15_CsO-varz_d11_p4_jvl_s1_eval.csv,59,-2.0,7.0,0.1,1604.33,300.20856,0.0455754,nan,35201.67741865244,nan,0.00583,0.00979,0.86,8.62,nan,0.6903005975413722,0.5030911570828032,0.2432341518132244,156979.45205479453
2022-05-15_CsO-varz_d11_p5_jvl_s1_eval.csv,59,-2.0,7.0,0.1,2141.87,363.70706,0.0608458,nan,35201.639899820635,nan,0.01202,0.01936,0.63,72.39,nan,0.5296477963747633,0.6145352197741089,0.34523186797038613,156913.5531135531
2022-05-15_CsO-varz_d11_p8_jvl_s1_eval.csv,59,-2.0,7.0,0.1,1562.3,314.15037,0.0443814,nan,35201.70274015603,nan,0.00732,0.01202,0.58,5.97,nan,0.4966185783892534,0.46940324583125237,0.23704706547690418,156857.4297188755
2022-05-15_CsO-varz_d12_p1_jvl_s1_eval.csv,59,-2.0,7.0,0.1,54511.85,960.49312,1.7772523,nan,30671.98337474762,nan,0.00353,0.00643,10.59,72.85,nan,9.260730640094037,10.547942909618783,9.422400904137007,139352.34418937573
2022-05-15_CsO-varz_d12_p4_jvl_s1_eval.csv,59,-2.0,7.0,0.1,51687.96,916.63625,1.685185,nan,30671.981308812396,nan,0.00232,0.00454,9.58,137.5,nan,8.708958435507,9.529508031756091,8.503923072580495,139354.45256261626
2022-05-15_CsO-varz_d12_p5_jvl_s1_eval.csv,59,-2.0,7.0,0.1,82529.65,597.89944,2.6907178,nan,30671.981544169186,nan,0.00109,0.00183,15.4,247.82,nan,12.296925647603464,15.238010353256337,14.799427200100785,139351.69863568823
2022-05-15_CsO-varz_d12_p8_jvl_s1_eval.csv,59,-2.0,7.0,0.1,86821.06,560.30612,2.8306309,nan,30671.981995250597,nan,0.00343,0.00546,16.88,389.13,nan,nan,16.237032008027715,16.648313399980843,139352.9364557084
2022-05-15_CsO-varz_d13_p1_jvl_s1_eval.csv,59,-2.0,7.0,0.1,54909.38,293.16175,2.0213631,nan,27164.53288242945,nan,0.00895,0.01851,18.77,568.27,nan,9.342536223011649,17.56136806353896,18.66284563229122,115450.4320767015
2022-05-15_CsO-varz_d13_p4_jvl_s1_eval.csv,59,-2.0,7.0,0.1,41882.64,233.34931,1.5418135,nan,27164.53059984233,nan,0.0038,0.00599,16.39,215.0,nan,12.362311571997997,16.253647366855205,15.641320474329474,115449.14273113181
2022-05-15_CsO-varz_d13_p5_jvl_s1_eval.csv,59,-2.0,7.0,0.1,31465.14,288.50575,1.158317,nan,27164.532679741384,nan,0.00432,0.00825,11.48,192.93,nan,7.75390347111434,11.3827656256743,10.47784665720423,115451.45666691127
2022-05-15_CsO-varz_d13_p8_jvl_s1_eval.csv,59,-2.0,7.0,0.1,38797.0,307.45025,1.4282226,nan,27164.532129022882,nan,0.00244,0.00421,16.19,3.29,nan,14.556933534925578,13.642675630252445,12.644521264951642,115450.08183306055
2022-05-15_CsO-varz_d14_p4_jvl_s1_eval.csv,59,-2.0,7.0,0.1,49936.26,657.85625,1.7247725,nan,28952.37396966905,nan,0.00121,0.00232,10.56,85.66,nan,nan,10.52832367200415,9.448336175362343,144332.79380311002
2022-05-15_CsO-varz_d14_p5_jvl_s1_eval.csv,59,-2.0,7.0,0.1,33864.25,155.00338,1.1696538,nan,28952.373546878676,nan,0.00068,0.00114,22.12,3.56,nan,15.780076985944298,14.353414034624196,13.734561758980849,144330.43515321997
2022-05-15_CsO-varz_d14_p8_jvl_s1_eval.csv,59,-2.0,7.0,0.1,31405.46,131.61044,1.0847284,nan,28952.371856402027,nan,0.00104,0.00176,14.69,156.74,nan,nan,14.604106276259978,14.266266604370754,144333.19545935016
