file,npts,vmin,vmax,vstep_med,Lmax,Jmax,PDmax,pd_noise_off,L_per_PDV,noise_L_equiv,J_leak,J_rev,EQEmax,L_at_EQEmax,EQE_1,EQE_10,EQE_100,EQE_1000,lum_per_mW
2023-12-11_TAPCHTL_d24_p4_jvl_s1_eval.csv,57,-2.0,8.0,0.1,1193.9,11864.805,0.020507,nan,58218.96045321542,nan,161.93667,287.08875,0.03,1193.9,nan,nan,nan,0.022549460518133536,23878.0
2023-12-11_TAPCHTL_d24_p5_jvl_s1_eval.csv,57,-2.0,8.0,0.1,159.45,24681.9025,0.0027388,nan,58218.9279976632,nan,691.33425,1735.261,0.01,118.1,nan,nan,nan,nan,23869.760479041914
2023-12-11_TAPCHTL_d24_p6_jvl_s1_eval.csv,57,-2.0,8.0,0.1,56.01,26250.55,0.000962,nan,nan,nan,285.04875,596.11575,0.01,56.01,nan,nan,nan,nan,23834.042553191488
2023-12-11_TAPCHTL_d31_p1_jvl_s1_eval.csv,57,-2.0,8.0,0.1,4267.47,486.85825,0.1108577,nan,38494.9974609596,nan,0.00168,0.00308,2.26,992.03,nan,1.5484956637086942,1.8870472572635506,2.2481488237963223,15256.220506220507
2023-12-11_TAPCHTL_d31_p4_jvl_s1_eval.csv,57,-2.0,8.0,0.1,4673.76,525.1705,0.1214121,nan,38495.027175182186,nan,10.70455,13.26967,2.16,1690.68,nan,nan,1.8257011754660946,2.1014387310592753,15256.275501876939
2023-12-11_TAPCHTL_d31_p5_jvl_s1_eval.csv,57,-2.0,8.0,0.1,6756.04,805.081,0.1755042,nan,38495.0355095015,nan,0.01,0.02645,2.21,5045.21,nan,nan,1.1210529829673965,1.9083109787135994,15256.509269922995
2023-12-11_TAPCHTL_d31_p6_jvl_s1_eval.csv,57,-2.0,8.0,0.1,5630.75,675.238,0.1462722,1.6264386708388363e-05,38495.026152668215,0.6260979916965194,61.87695,126.11873,32304.85,3.34,nan,0.4127230036951953,1.3334633290007356,2.0645992989168573,15256.590890616955
2023-12-11_TAPCHTL_d32_p1_jvl_s1_eval.csv,57,-2.0,8.0,0.1,3555.74,365.74375,0.0956237,2.08557396176688e-05,37184.726000261144,0.7755149632158054,0.0014,0.0036,2.44,3555.74,nan,nan,2.0030103393611527,2.302692275926662,14710.160516299851
2023-12-11_TAPCHTL_d32_p2_jvl_s1_eval.csv,57,-2.0,8.0,0.1,6642.14,775.4385,0.1786256,nan,37184.72282090542,nan,0.89887,2.82212,2.28,4363.79,nan,0.29278834153203165,1.4453593187194615,2.1304116315935824,14709.970323780839
2023-12-11_TAPCHTL_d32_p5_jvl_s1_eval.csv,57,-2.0,8.0,0.1,6928.06,776.05125,0.1863148,nan,37184.72929323939,nan,0.0009,0.0022,2.39,3904.37,nan,0.5589229971928109,1.7382698599638895,2.270804541319057,14709.881523631577
2023-12-11_TAPCHTL_d32_p8_jvl_s1_eval.csv,57,-2.0,8.0,0.1,6913.68,799.65775,0.1859281,nan,37184.71176608797,nan,157.06467,404.82875,2.31,4752.86,nan,nan,0.631400598145079,1.9187650775193497,14709.957446808512
2023-12-11_TAPCHTL_d33_p1_jvl_s1_eval.csv,57,-2.0,8.0,0.1,12119.39,1675.55625,0.24263,nan,49950.08928004431,nan,0.0033,0.0104,1.66,288.43,nan,nan,1.5748552950299393,1.61,20335.570582411867
2023-12-11_TAPCHTL_d33_p2_jvl_s1_eval.csv,57,-2.0,8.0,0.1,11160.48,1499.27975,0.2234328,nan,49950.08294526831,nan,0.00027,0.0009,1.65,331.3,nan,nan,1.593788288070792,1.6068581431947397,20335.410517109434
2023-12-11_TAPCHTL_d33_p5_jvl_s1_eval.csv,57,-2.0,8.0,0.1,3378.02,422.50875,0.0676279,2.6173173288693902e-05,49950.07221934167,1.3073518959796049,0.0004,0.00117,1.7,252.38,nan,nan,1.668922806204826,1.6300548234333643,20334.818203708164
2023-12-11_TAPCHTL_d34_p5_jvl_s1_eval.csv,57,-2.0,8.0,0.1,566.36,11913.11,0.0084465,nan,67052.42191464527,nan,0.04773,0.07333,17.73,6.24,nan,14.754544429699088,0.22704590950802483,nan,28009.89119683482
2023-12-11_TAPCHTL_d34_p6_jvl_s1_eval.csv,57,-2.0,8.0,0.1,13707.37,685.31625,0.2044277,nan,67052.44760380102,nan,0.01975,0.03563,3.06,1166.28,nan,nan,1.9576964686713814,2.989002955615605,28009.665290776087
2023-12-11_TAPCHTL_d34_p7_jvl_s1_eval.csv,57,-2.0,8.0,0.1,8671.86,390.9625,0.1293296,nan,67052.44066359905,nan,0.00615,0.0089,3.11,1200.92,nan,0.12467169641134401,1.1972826164496073,3.0443516177212606,28009.883720930236
2023-12-11_TAPCHTL_d34_p8_jvl_s1_eval.csv,57,-2.0,8.0,0.1,4374.92,196.21132,0.0652462,nan,67052.4084346553,nan,55.3764,87.53115,3.05,2214.74,nan,0.06783416172016433,0.7876153866745841,2.8609157751832135,28010.243933670532
2023-12-11_TAPCHTL_d41_p1_jvl_s1_eval.csv,57,-2.0,8.0,0.1,15593.18,1653.1825,0.3849775,nan,40504.12114026108,nan,0.014,0.03375,2.44,5077.65,nan,1.3737045747357846,2.050850089292177,2.2961179911695524,16205.926064498695
2023-12-11_TAPCHTL_d41_p2_jvl_s1_eval.csv,57,-2.0,8.0,0.1,11260.95,1215.992,0.2780198,nan,40504.141255550465,nan,135.4659,245.06897,2.32,4303.29,nan,0.4850762340616181,1.5410600019768905,2.1410328285023446,16205.837063047766
2023-12-11_TAPCHTL_d41_p5_jvl_s1_eval.csv,57,-2.0,8.0,0.1,17572.93,1933.18475,0.4338554,nan,40504.11759271113,nan,228.59408,641.476,2.37,5006.07,nan,nan,0.4333869267961162,1.919434856476656,16205.957486051553
2023-12-11_TAPCHTL_d41_p6_jvl_s1_eval.csv,57,-2.0,8.0,0.1,17890.28,1947.27875,0.4416904,nan,40504.128809466434,nan,0.01147,0.02855,2.41,4510.74,nan,nan,0.66,1.8039606229858292,16205.991321913525
2023-12-11_TAPCHTL_d41_p7_jvl_s1_eval.csv,57,-2.0,8.0,0.1,174.79,26252.85,0.0043154,nan,40504.17382074059,nan,0.1563,0.23535,nan,nan,nan,nan,nan,nan,16199.25857275255
2023-12-11_TAPCHTL_d43_p1_jvl_s1_eval.csv,57,-2.0,8.0,0.1,5271.37,571.34225,0.0998766,nan,52778.85052111038,nan,0.47635,0.81232,1.86,5049.17,nan,nan,0.7867161720951329,1.7153847624529013,21702.704928156778
2023-12-11_TAPCHTL_d43_p2_jvl_s1_eval.csv,57,-2.0,8.0,0.1,8222.59,1017.9245,0.1557933,nan,52778.851470891415,nan,124.57412,290.06225,1.77,5311.52,nan,nan,0.3345838427833928,1.4121860352086057,21702.35958614865
2023-12-11_TAPCHTL_d43_p4_jvl_s1_eval.csv,57,-2.0,8.0,0.1,0.0,21051.12,6.22e-05,nan,nan,nan,0.0022,0.00792,nan,nan,nan,nan,nan,nan,nan
2023-12-11_TAPCHTL_d43_p5_jvl_s1_eval.csv,57,-2.0,8.0,0.1,11606.92,1382.634,0.219916,1.2266702898497215e-05,52778.84764900782,0.6474224434354271,0.00027,0.0005,1.96,636.16,nan,nan,1.74448552486282,1.950046681616416,21702.479338842975
2023-12-11_TAPCHTL_d44_p1_jvl_s1_eval.csv,57,-2.0,8.0,0.1,6.07,11025.1425,8.59e-05,nan,nan,nan,0.1292,0.22798,77.05,6.07,nan,nan,nan,nan,30350.0
2023-12-11_TAPCHTL_d44_p2_jvl_s1_eval.csv,57,-2.0,8.0,0.1,10114.81,445.42375,0.1430227,nan,70721.71060957455,nan,0.0195,0.0665,3.08,2365.88,nan,nan,0.9208900018469567,2.8546711672944034,29679.606807511736
2023-12-11_TAPCHTL_d44_p4_jvl_s1_eval.csv,57,-2.0,8.0,0.1,8724.12,355.053,0.1233584,2.5635943516867094e-05,70721.76896101766,1.8130192744975733,0.0002,0.00057,3.38,15.45,nan,nan,3.28236363152843,3.33,29678.92498724273
2023-12-11_TAPCHTL_d44_p7_jvl_s1_eval.csv,57,-2.0,8.0,0.1,6953.56,365.45775,0.0983228,nan,70721.73471607802,nan,172.92117,365.45775,2.79,6953.56,nan,0.016553411165474017,0.18328780338226358,1.5610713673617451,29679.286354517906
2023-12-18_14_d14_p1_jvl_s1_eval.csv,99,-2.0,11.0,0.1,6648.38,453.348,0.0269288,nan,246887.31325170546,nan,73.47978,76.3041,4.97,6648.38,nan,nan,nan,1.3853797868335933,149704.571042558
2023-12-18_14_d14_p4_jvl_s1_eval.csv,99,-2.0,11.0,0.1,5543.22,24.03483,0.0224524,1.7047683725602236e-05,246887.38599769238,4.208858072329337,2e-05,5e-05,8.57,709.92,nan,nan,4.093356230703841,8.414285882918044,149695.3821226033
2023-12-18_14_d14_p6_jvl_s1_eval.csv,99,-2.0,11.0,0.1,4156.33,18.3611,0.0168349,1.2311847952277514e-05,246887.51943527066,3.039641600602012,0.0001,0.001,7.4,3320.81,nan,nan,2.076213474831317,6.801502558884874,149723.7031700288
2023-12-18_14_d14_p7_jvl_s1_eval.csv,99,-2.0,11.0,0.1,4565.62,18.79492,0.0184927,nan,246887.476635514,nan,0.0026,0.00865,8.7,1099.59,nan,nan,2.4643193282156104,8.142123231615129,149692.45901639343
2023-12-18_21_d21_p1_jvl_s1_eval.csv,99,-2.0,11.0,0.1,3349.64,42.90575,0.0165095,3.260917389665403e-05,202891.64471542308,6.616128924703378,2e-05,2e-05,17.32,21.1,nan,nan,5.672539933010887,4.02054404079461,117490.0035075412
2023-12-18_21_d21_p2_jvl_s1_eval.csv,99,-2.0,11.0,0.1,2998.27,37.38542,0.0147777,1.965559462341447e-05,202891.51540734488,3.987953379377022,5e-05,8e-05,5.83,30.47,nan,nan,4.488938677187584,3.903197921481216,117487.06896551723
2023-12-18_21_d21_p7_jvl_s1_eval.csv,99,-2.0,11.0,0.1,1382.34,15.57167,0.0068132,2.3213457782549806e-05,202891.87556629413,4.709821987880517,2e-05,0.0,6.34,27.21,nan,nan,3.818035799497418,3.733723389958262,117545.91836734694
2023-12-18_33_d33_p1_jvl_s1_eval.csv,99,-2.0,11.0,0.1,0.0,962.02675,9.4e-05,nan,nan,nan,0.99483,1.577,nan,nan,nan,nan,nan,nan,nan
2023-12-18_33_d33_p2_jvl_s1_eval.csv,99,-2.0,11.0,0.1,26647.64,69.67925,0.0976051,nan,273014.91326427134,nan,3.1094,5.09945,15.93,4397.7,nan,nan,0.8584207623225691,9.651019294204527,156162.9160806376
2023-12-18_33_d33_p4_jvl_s1_eval.csv,99,-2.0,11.0,0.1,0.0,2e-05,6.41e-05,2.423213190605772e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
2023-12-18_41_d41_p7_jvl_s1_eval.csv,99,-2.0,11.0,0.1,5551.81,25.86903,0.0219215,nan,253258.61694884818,nan,2.3411,1.00477,7.14,2208.85,nan,nan,0.7678972990754184,5.724576347052237,153875.0
2023-12-18_41_d41_p8_jvl_s1_eval.csv,99,-2.0,11.0,0.1,9375.1,46.4708,0.0370179,2.598274983308905e-05,253258.56960544924,6.5803540571443575,0.0,5e-05,9.41,53.46,nan,nan,8.18374019687094,8.685155628478036,153866.7323157722
2023-12-20_F6T2-Irppy-Batch1_d13_p1_jvl_s1_eval.csv,61,-2.0,6.0,0.1,2741.73,49.51713,0.0099274,nan,276177.45295060833,nan,0.05592,0.07677,1130.15,150.27,nan,nan,65.63995108560445,2.003095821139867,137913.98390342054
2023-12-20_F6T2-Irppy-Batch1_d13_p5_jvl_s1_eval.csv,61,-2.0,6.0,0.1,2939.69,39.34675,0.0106442,nan,276177.5986898811,nan,0.0515,0.09047,2.4,1016.83,nan,nan,0.6288795300053087,2.395968516648315,137948.85030502113
2023-12-20_F6T2-Irppy-Batch1_d13_p7_jvl_s1_eval.csv,61,-2.0,6.0,0.1,1902.81,29.903,0.0068898,nan,276177.8911874601,nan,0.00355,0.00528,2.11,194.37,nan,nan,1.7132597602087953,2.0156220646463203,137984.77157360406
2023-12-20_F6T2-Irppy-Batch1_d22_p1_jvl_s1_eval.csv,71,-2.0,7.0,0.1,16671.24,95.70452,0.0460817,nan,361775.64611067035,nan,2.24675,3.34852,4.17,15665.68,nan,nan,0.258939863922108,1.4225542147472574,202615.94555177444
2023-12-20_F6T2-Irppy-Batch1_d22_p8_jvl_s1_eval.csv,71,-2.0,7.0,0.1,35134.57,129.9846,0.097117,nan,361775.67566396476,nan,26.76375,35.40037,6.52,21884.89,nan,nan,0.41318440202342693,1.9530161332267286,202621.5109573241
2023-12-20_F6T2-Irppy-Batch1_d23_p1_jvl_s1_eval.csv,61,-2.0,6.0,0.1,552.85,7997.18,0.0016174,nan,nan,nan,379.36875,624.2535,nan,nan,nan,nan,nan,nan,180669.9346405229
2023-12-20_F6T2-Irppy-Batch1_d23_p2_jvl_s1_eval.csv,61,-2.0,6.0,0.1,19508.49,101.13387,0.0570737,nan,341812.17559755605,nan,21.67432,31.29015,5.87,1544.58,nan,nan,2.753969973537351,4.9023842354931,180400.31440724988
2023-12-20_F6T2-Irppy-Batch1_d23_p3_jvl_s1_eval.csv,61,-2.0,6.0,0.1,0.0,0.0,0.0003892,9.026471422862644e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
2023-12-20_F6T2-Irppy-Batch1_d23_p4_jvl_s1_eval.csv,61,-2.0,6.0,0.1,17807.19,87.5431,0.0520964,nan,341812.30644944124,nan,0.00502,0.00502,7.14,64.47,nan,nan,6.464586792687097,6.163582384298239,180399.04771553032
2023-12-20_F6T2-Irppy-Batch1_d23_p5_jvl_s1_eval.csv,61,-2.0,6.0,0.1,19233.71,89.8752,0.0562698,nan,341812.38227245264,nan,0.00728,0.01398,14.28,30.49,nan,nan,5.85419266990339,5.618407760062937,180394.95404239354
2023-12-20_F6T2-Irppy-Batch1_d33_p1_jvl_s1_eval.csv,71,-2.0,7.0,0.1,1642.99,184.4141,0.0048653,2.6774232130405523e-05,337695.1355959295,9.041527949754185,32.69832,0.00087,0.39,1642.99,nan,nan,0.02,0.19,179758.20568927788
2023-12-20_F6T2-Irppy-Batch1_d33_p2_jvl_s1_eval.csv,71,-2.0,7.0,0.1,0.0,0.0,7.74e-05,2.309298154134616e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
2023-12-20_F6T2-Irppy-Batch1_d33_p3_jvl_s1_eval.csv,71,-2.0,7.0,0.1,0.0,0.001,9.41e-05,2.7928609609034917e-05,nan,nan,0.0,0.001,nan,nan,nan,nan,nan,nan,nan
