file,class,Lmax,J_leak,EQE_100,Eplateau,noiseL,offL,L_min_trust
2024-09-04_irmdq-te_d3_p4_jvl_s1_eval.csv,reliable,6744.53,0.00213,3.162651453727126,3.075,0.8182483883251239,1.3948672665719917,8.0
2024-09-04_irmdq-te_d3_p5_jvl_s1_eval.csv,reliable,4827.93,0.00115,3.0946492755426265,3.115,2.5950994756327885,-0.4223891263705825,26.0
2024-09-04_irmdq-te_d3_p6_jvl_s1_eval.csv,reliable,6074.03,0.0014,2.980272916145096,3.11,4.9457769804436245,-6.031320546958529,49.0
2024-09-04_irmdq-te_d3_p7_jvl_s1_eval.csv,reliable,5738.13,0.00502,2.885432498792888,2.89,3.984922734800095,-0.8349552562313756,40.0
2024-09-04_irmdq-te_d3_p8_jvl_s1_eval.csv,reliable,6336.15,0.00588,3.0857502658427465,3.135,4.052704876352822,3.329993247942664,41.0
2024-09-04_irmdq-te_d4_p1_jvl_s1_eval.csv,reliable,6194.35,0.0095,2.6738839485179144,2.57,3.271246427066774,-17.082355425955196,33.0
2024-09-04_irmdq-te_d4_p2_jvl_s1_eval.csv,leaky,6292.47,0.0114,2.228793300847062,2.59,3.181895853455289,-1.0561961195595178,32.0
2024-09-04_irmdq-te_d4_p3_jvl_s1_eval.csv,leaky,5827.44,0.01725,2.1015796803144053,2.5,6.237329513970976,-13.342545923368707,62.0
2024-09-04_irmdq-te_d4_p4_jvl_s1_eval.csv,leaky,6214.14,0.01345,2.197855271316861,2.51,4.820726591433936,0.2909929755971816,48.0
2024-09-04_irmdq-te_d4_p5_jvl_s1_eval.csv,leaky,2695.76,0.01162,2.1153306393143807,2.345,5.932172670252182,-5.884525794000094,59.0
2024-09-04_irmdq-te_d4_p7_jvl_s1_eval.csv,reliable,5086.53,0.00752,2.23210041003406,2.275,6.356687832180019,8.18012370767203,64.0
2024-09-04_irmdq-te_d4_p8_jvl_s1_eval.csv,reliable,5364.65,0.00183,2.430122224008983,2.45,3.021659583157515,-2.0908365337374493,30.0
2024-09-05_13_d13_p1_jvl_s1_eval.csv,reliable,1614.76,0.00047,14.813032593904106,16.49,3.571213398515134,-9.262770049099837,36.0
2024-09-05_13_d13_p2_jvl_s1_eval.csv,reliable,1578.49,0.00325,12.303166586446215,13.47,2.533778290829793,3.727572842428668,25.0
2024-09-05_13_d13_p8_jvl_s1_eval.csv,leaky,1613.58,0.0215,4.00524441391909,5.35,2.56225950635107,-3.4747174459384627,26.0
2024-09-09_blue-4mm2_d10_p4_jvl_s1_eval.csv,reliable,4087.04,2e-05,5.221484621998406,5.5,0.8199028697727411,-0.5295039307312855,8.0
2024-09-09_blue-4mm2_d1_p1_jvl_s1_eval.csv,leaky,1861.51,0.28753,2.5759569261055306,3.455,0.7702964395115262,-0.351384964216753,8.0
2024-09-09_blue-4mm2_d1_p4_jvl_s1_eval.csv,reliable,1478.51,2e-05,3.350761999739588,3.26,0.9807653661753688,0.0254013331958904,10.0
2024-09-09_blue-4mm2_d1_p5_jvl_s1_eval.csv,reliable,1384.64,0.00019,3.753731192281816,3.47,0.8370298748496124,0.952549929528301,8.0
2024-09-09_blue-4mm2_d1_p8_jvl_s1_eval.csv,reliable,1380.73,1e-05,3.70501564454533,3.475,0.6847685549955457,0.0762039535855415,7.0
2024-09-09_blue-4mm2_d2_p4_jvl_s1_eval.csv,leaky,8520.96,0.01095,5.464343069469566,5.6,0.5344060400966896,1.5513569407851826,5.0
2024-09-09_blue-4mm2_d2_p5_jvl_s1_eval.csv,leaky,9701.54,0.07827,4.8022451628913085,5.53,0.8253183430645649,-0.5650754243319693,8.0
2024-09-09_blue-4mm2_d2_p8_jvl_s1_eval.csv,reliable,8912.47,2e-05,5.434057105622375,5.6,0.7487048793215159,0.4992076908224734,7.0
2024-09-09_blue-4mm2_d3_p1_jvl_s1_eval.csv,leaky,1619.65,0.06327,1.9336271215088752,3.115,0.5891277881604359,-1.961458462482044,6.0
2024-09-09_blue-4mm2_d3_p4_jvl_s1_eval.csv,reliable,1589.67,0.00267,3.4846860056170983,3.255,0.5718445147059275,-0.0561055903157572,6.0
2024-09-09_blue-4mm2_d3_p5_jvl_s1_eval.csv,reliable,1568.3,0.0001,3.3936527742462514,3.205,0.8733716579825362,-2.289112240658424,9.0
2024-09-09_blue-4mm2_d3_p8_jvl_s1_eval.csv,reliable,1601.73,0.0001,3.521152165433306,3.22,1.0099535304568936,-0.0942574435900688,10.0
2024-09-09_blue-4mm2_d4_p1_jvl_s1_eval.csv,reliable,2806.3,0.00025,4.89527867346643,5.035,0.7811730318314356,-0.4221777881016854,8.0
2024-09-09_blue-4mm2_d4_p4_jvl_s1_eval.csv,leaky,2864.89,0.10656,1.604509021084824,2.355,0.5248831660398027,-1.379617066777554,5.0
2024-09-09_blue-4mm2_d4_p5_jvl_s1_eval.csv,reliable,7280.11,0.00131,4.826853286415323,5.105,0.35132282521432,-2.2654379795042776,4.0
2024-09-09_blue-4mm2_d4_p8_jvl_s1_eval.csv,leaky,2815.33,0.02381,4.671330450839489,5.03,0.6025883541672943,0.3298262216526314,6.0
2024-09-09_blue-4mm2_d5_p4_jvl_s1_eval.csv,reliable,8820.43,0.00016,5.631933771526793,5.9,0.8965716175154048,-1.4484117661176918,9.0
2024-09-09_blue-4mm2_d5_p8_jvl_s1_eval.csv,reliable,8695.27,2e-05,5.545837834120989,5.69,0.5283724593277939,1.6885993935491768,5.0
2024-09-09_blue-4mm2_d6_p1_jvl_s1_eval.csv,reliable,1957.46,0.00134,3.5797328639794013,3.25,0.2105752217364925,1.0444278105712996,2.0
2024-09-09_blue-4mm2_d6_p4_jvl_s1_eval.csv,reliable,1725.09,0.00051,3.2986931208966177,3.12,1.8463202954843447,-0.2277498989471814,18.0
2024-09-09_blue-4mm2_d6_p5_jvl_s1_eval.csv,leaky,1744.21,0.87526,3.431956368829689,3.125,0.9350814679751404,3.223009113686929,9.0
2024-09-09_blue-4mm2_d6_p8_jvl_s1_eval.csv,reliable,1993.35,0.00029,3.666984569345432,3.33,0.6041224018940964,1.0398271947467106,6.0
2024-09-09_blue-4mm2_d7_p4_jvl_s1_eval.csv,reliable,1713.71,1e-05,3.5448583874466824,3.39,0.9297891344106718,0.9675901738662104,9.0
2024-09-09_blue-4mm2_d7_p8_jvl_s1_eval.csv,reliable,2018.59,7e-05,3.82,3.66,1.0874659405518992,-2.6152269924039846,11.0
2024-09-09_blue-4mm2_d8_p5_jvl_s1_eval.csv,reliable,10210.04,8e-05,4.771275309936109,5.005,0.589567908280467,-1.0728258590894473,6.0
2024-09-09_blue-4mm2_d8_p8_jvl_s1_eval.csv,reliable,10070.18,0.00013,4.72744397204907,5.05,0.6245295885619673,-1.239788870237554,6.0
2024-09-09_blue-4mm2_d9_p4_jvl_s1_eval.csv,reliable,10311.85,0.00034,5.2941886303307815,5.5,0.6637280935150683,0.9774624063725076,7.0
2024-09-09_blue-4mm2_d9_p8_jvl_s1_eval.csv,reliable,9450.66,0.00044,5.3717389539437725,5.64,0.778970943212742,-0.1583598513111881,8.0
2024-09-10_11_d11_p1_jvl_s1_eval.csv,leaky,3026.64,0.22773,1.861226145006212,1.11,3.334599097851472,2.661929883425147,33.0
2024-09-10_11_d11_p7_jvl_s1_eval.csv,reliable,2887.77,0.00113,20.919178618300144,16.99,3.820522313868961,5.965497756966502,38.0
2024-09-10_11_d11_p8_jvl_s1_eval.csv,leaky,2956.11,0.02795,3.1204969067759047,4.49,2.874182591986819,1.8121945865067397,29.0
2024-09-19_te ca_d1_p1_jvl_s1_eval.csv,leaky,21562.21,0.11585,1.8519961678542236,2.69,4.5473212323880725,7.465878004724516,45.0
2024-09-19_te ca_d1_p1_jvl_s2_eval.csv,leaky,21468.94,0.293,0.8012448650357148,2.06,5.133974880375198,1.4188100138509978,51.0
2024-09-19_te ca_d1_p2_jvl_s1_eval.csv,reliable,21906.51,0.00475,2.8751078393876983,2.89,4.479773157974403,-2.4560090430157904,45.0
2024-09-19_te ca_d1_p3_jvl_s1_eval.csv,leaky,19848.19,48.6664,0.0216496045334591,,,,
2024-09-19_te ca_d1_p4_jvl_s1_eval.csv,leaky,20917.27,0.10767,1.8859795305469575,2.77,3.8963330551594,-0.5675239640401039,39.0
2024-09-19_te ca_d1_p5_jvl_s1_eval.csv,reliable,18086.38,0.00975,2.7566098372861445,3.02,3.4921973430065214,-0.127203673236695,35.0
2024-09-19_te ca_d1_p6_jvl_s1_eval.csv,reliable,20839.46,0.0043,2.867741174255256,3.03,3.8949405552518015,-1.9961188792976912,39.0
2024-09-19_te ca_d1_p7_jvl_s1_eval.csv,reliable,20410.79,0.00077,2.9493952267630594,2.97,6.064649937954151,-1.8591306551368083,61.0
2024-09-19_te ca_d1_p8_jvl_s1_eval.csv,reliable,20713.3,0.00263,2.9770853693072508,3.0,2.1585821805107765,-5.929647568281823,22.0
2024-09-20_LT_d21_p1_jvl_s1_eval.csv,leaky,4032.27,0.26133,2.7877119111875253,1.93,3.9624183948590233,5.274839370048713,40.0
2024-09-20_LT_d21_p4_jvl_s1_eval.csv,leaky,3129.84,0.50325,10.235534043514258,18.775,2.511526412684633,-0.0363155481529065,25.0
2024-09-20_LT_d21_p5_jvl_s1_eval.csv,reliable,2880.95,2e-05,27.003562056028777,24.455,6.260424677765986,-4.64839582973331,63.0
2024-09-20_LT_d21_p8_jvl_s1_eval.csv,leaky,3044.55,0.04587,12.0599634009153,15.02,3.0571290168278447,-0.3177611638417716,31.0
2024-09-20_LT_d22_p1_jvl_s1_eval.csv,leaky,274.07,330.33425,,,,,
2024-09-20_LT_d22_p4_jvl_s1_eval.csv,reliable,1302.86,2e-05,19.933227396618364,16.95,3.788339971753552,5.369325100813897,38.0
2024-09-20_LT_d22_p5_jvl_s1_eval.csv,leaky,139.74,237.96735,,,,,
2024-09-20_LT_d22_p8_jvl_s1_eval.csv,leaky,2650.89,0.02332,0.5084719662559936,8.485,1.3195246819757598,-2.4344816349331966,13.0
2024-09-20_LT_d23_p1_jvl_s1_eval.csv,leaky,2470.09,0.4405,5.264967856368372,8.0,3.563071554497644,-6.606775086025436,36.0
2024-09-20_LT_d23_p4_jvl_s1_eval.csv,leaky,1991.39,127.14845,0.1033729103670794,1.43,3.727825128038521,5.35632217552534,37.0
2024-09-20_LT_d23_p5_jvl_s1_eval.csv,reliable,2467.19,0.00193,28.675882296553645,24.1,4.241001643541938,-1.7920003643334863,42.0
2024-09-20_LT_d23_p8_jvl_s1_eval.csv,leaky,2152.37,24.305,1.613802648555231,7.59,5.690398648304369,3.3378480078667696,57.0
2024-09-20_LT_d24_p1_jvl_s1_eval.csv,leaky,1997.12,0.02815,8.92558599723187,5.58,2.333240221238515,3.0824845260051195,23.0
2024-09-20_LT_d24_p4_jvl_s1_eval.csv,leaky,1669.31,0.24772,0.2282275259922484,4.72,1.7910269429753043,-4.978664521963794,18.0
2024-09-20_LT_d24_p5_jvl_s1_eval.csv,leaky,2014.16,0.49213,2.990706840433745,3.885,2.7154643125403357,-2.158716235365155,27.0
2024-09-20_LT_d24_p8_jvl_s1_eval.csv,leaky,498.04,0.78505,7.721623275328993,,,,
2024-09-20_LT_d31_p1_jvl_s1_eval.csv,leaky,3008.75,0.24387,4.334644530334348,10.26,0.6841354988047201,7.144835366870304,7.0
2024-09-20_LT_d31_p4_jvl_s1_eval.csv,leaky,5369.82,0.01427,25.28428184601534,23.435,2.138833083201707,4.435707752378903,21.0
2024-09-20_LT_d31_p5_jvl_s1_eval.csv,reliable,4941.21,0.00122,3.696333933124332,21.37,3.111457209081381,-6.181377387979138,31.0
2024-09-20_LT_d31_p8_jvl_s1_eval.csv,leaky,3310.59,0.2793,7.976972622120035,7.575,3.941470860985996,-0.7345149269053878,39.0
2024-09-20_LT_d32_p1_jvl_s1_eval.csv,leaky,243.65,13.757,,,,,
2024-09-20_LT_d32_p4_jvl_s1_eval.csv,reliable,2574.38,0.00057,26.562550713622,22.29,3.476451146093108,1.362975829798694,35.0
2024-09-20_LT_d32_p5_jvl_s1_eval.csv,leaky,4176.22,0.0821,3.296272708096553,6.14,4.211270561059968,2.7159304711799632,42.0
2024-09-20_LT_d32_p8_jvl_s1_eval.csv,leaky,1699.41,1.24135,0.7790932625975651,10.31,3.570166757256488,-3.938599991446412,36.0
2024-09-20_LT_d33_p1_jvl_s1_eval.csv,reliable,1442.38,0.00147,17.053742747992644,22.06,2.671449189689488,-7.773977523559226,27.0
2024-09-20_LT_d33_p4_jvl_s1_eval.csv,leaky,1199.84,0.02587,21.57289681729227,20.46,1.5403214478435323,2.5547239992086,15.0
2024-09-20_LT_d33_p5_jvl_s1_eval.csv,reliable,1174.92,0.0,21.51926388156318,19.88,4.906466838701703,-3.23333125057429,49.0
2024-09-20_LT_d33_p8_jvl_s1_eval.csv,reliable,1816.61,0.0,35.258226201644284,26.355,3.27370921075394,7.374766255183377,33.0
2024-09-20_LT_d34_p1_jvl_s1_eval.csv,dead,71.02,141.1999,,,,,
2024-09-20_LT_d34_p4_jvl_s1_eval.csv,leaky,707.77,0.5225,0.1788458295169936,0.825,3.3138245472779846,0.474538150188781,33.0
2024-09-20_LT_d34_p5_jvl_s1_eval.csv,leaky,902.17,0.01128,0.17,0.75,2.8508272024590533,-1.151009171434737,29.0
2024-09-20_LT_d34_p8_jvl_s1_eval.csv,leaky,1538.01,0.01162,1.4923699167793507,14.01,4.489723012575183,0.3735734128833783,45.0
2024-09-24_14_d14_p5_jvl_s1_eval.csv,leaky,17183.66,0.09845,1.049268728382436,1.88,2.289397093564482,2.450686621283278,23.0
2024-09-30_GlassNL3_d1_p1_jvl_s1_eval.csv,leaky,75864.57,19.142,0.2105477502016138,1.53,1.0572667629405288,4.886874672494694,11.0
2024-09-30_GlassNL3_d1_p2_jvl_s1_eval.csv,reliable,84662.47,0.0061,0.1540785783069674,1.44,1.873476662092309,0.4601765428069684,19.0
2024-09-30_GlassNL3_d1_p3_jvl_s1_eval.csv,leaky,81275.51,12.85477,0.8460611570830793,4.56,2.1342022141735675,0.2951132152819003,21.0
2024-09-30_GlassNL3_d1_p4_jvl_s1_eval.csv,reliable,68950.49,0.0074,6.525437167950924,12.42,0.7784677827582263,0.6602532858416044,8.0
2024-09-30_GlassNL3_d1_p5_jvl_s1_eval.csv,leaky,37488.64,0.02525,10.945912277208953,13.85,1.3410543194100275,-2.5609823765055992,13.0
2024-09-30_GlassNL3_d1_p6_jvl_s1_eval.csv,reliable,41926.76,0.0039,14.236455903716877,14.74,2.596783829289753,-2.6110015628121404,26.0
2024-09-30_GlassNL3_d1_p7_jvl_s1_eval.csv,reliable,39140.35,0.00345,13.259859838485664,14.22,1.567690857368746,2.025777386414376,16.0
2024-09-30_GlassNL3_d1_p8_jvl_s1_eval.csv,leaky,50404.87,0.42015,0.6260663486662665,2.4,1.253246469817885,2.235857488511809,13.0
2024-09-30_GlassNL3_d3_p1_jvl_s1_eval.csv,leaky,298.47,0.02572,4.311019941352092,,,,
2024-09-30_GlassNL3_d3_p2_jvl_s1_eval.csv,marginal,300.04,0.00158,2.82058945117874,,,,
2024-09-30_GlassNL3_d3_p3_jvl_s1_eval.csv,marginal,281.14,0.00222,7.759607770926111,,,,
2024-09-30_GlassNL3_d3_p4_jvl_s1_eval.csv,marginal,309.06,0.00032,9.392814261689834,,,,
2024-09-30_GlassNL3_d3_p5_jvl_s1_eval.csv,marginal,311.41,0.0016,9.24776907319255,,,,
2024-09-30_GlassNL3_d3_p6_jvl_s1_eval.csv,marginal,317.77,0.00208,6.42,,,,
2024-09-30_GlassNL3_d3_p7_jvl_s1_eval.csv,marginal,305.13,0.00082,7.214594571115428,,,,
2024-09-30_GlassNL3_d3_p8_jvl_s1_eval.csv,marginal,313.57,0.00358,5.952199649905346,,,,
2024-09-30_GlassNL3_d4_p1_jvl_s1_eval.csv,reliable,886.43,0.00143,11.752790868279494,10.14,1.0248623292605654,0.1510138650617318,10.0
2024-09-30_GlassNL3_d4_p2_jvl_s1_eval.csv,leaky,958.33,0.01437,8.737709563457548,8.8,1.2262180529391218,0.5898964680974332,12.0
2024-09-30_GlassNL3_d4_p3_jvl_s1_eval.csv,reliable,771.69,0.00245,10.15286782014951,9.22,2.331445600290728,-4.601179147253706,23.0
2024-09-30_GlassNL3_d4_p4_jvl_s1_eval.csv,leaky,740.93,2.77678,0.479531166394757,0.995,2.2980552823560108,4.185920181953606,23.0
2024-09-30_GlassNL3_d4_p5_jvl_s1_eval.csv,reliable,670.86,0.00065,11.37446000957749,9.94,1.9044351573508245,-2.7088103210557413,19.0
2024-09-30_GlassNL3_d4_p6_jvl_s1_eval.csv,reliable,675.4,0.00222,11.419394171895686,10.14,1.3780523351047875,-0.4907965828740712,14.0
2024-09-30_GlassNL3_d4_p7_jvl_s1_eval.csv,reliable,808.81,0.00087,12.439483407285095,10.57,1.4729853848832313,2.4445434810380897,15.0
2024-09-30_GlassNL3_d4_p8_jvl_s1_eval.csv,reliable,828.18,0.00353,0.3281946990752556,2.445,1.98494770052314,0.0,20.0
2024-10-02_Glass_d1_p1_jvl_s1_eval.csv,dead,36.18,4675.675,,,,,
2024-10-02_Glass_d1_p2_jvl_s1_eval.csv,reliable,81524.71,0.00795,14.117540967196284,15.655,2.4237790300235638,-1.3323811960498104,24.0
2024-10-02_Glass_d1_p3_jvl_s1_eval.csv,leaky,69662.79,7.35668,12.257532393100028,16.3,2.6228199585787166,-4.733744188376742,26.0
2024-10-02_Glass_d1_p4_jvl_s1_eval.csv,leaky,38060.89,10.61992,0.487436580676004,4.825,2.931876447007149,-1.7710921670762556,29.0
2024-10-02_Glass_d1_p5_jvl_s1_eval.csv,dead,0.0,2076.2435,,,,,
2024-10-02_Glass_d1_p6_jvl_s1_eval.csv,dead,0.0,874.92725,,,,,
2024-10-02_Glass_d1_p7_jvl_s1_eval.csv,dead,0.0,2114.01775,,,,,
2024-10-02_Glass_d1_p8_jvl_s1_eval.csv,dead,0.0,3671.025,,,,,
2024-10-02_Glass_d2_p1_jvl_s1_eval.csv,reliable,158795.77,0.001,13.6358600136303,14.145,1.549001836188004,-0.2436626286727718,15.0
2024-10-02_Glass_d2_p2_jvl_s1_eval.csv,leaky,161331.42,1.91742,1.886796166900215,13.53,6.879376215173208,15.358606080542923,69.0
2024-10-02_Glass_d2_p3_jvl_s1_eval.csv,reliable,165501.6,0.00383,12.890199705697096,13.815,1.0128502095992995,0.0707407638247233,10.0
2024-10-02_Glass_d2_p4_jvl_s1_eval.csv,reliable,80835.0,0.00027,13.441143210895186,14.435,2.2940080490733745,-0.8331690290997267,23.0
2024-10-02_Glass_d2_p5_jvl_s1_eval.csv,reliable,139784.18,0.00047,13.949479680240849,14.46,2.6668540228676565,-2.656708721899209,27.0
2024-10-02_Glass_d2_p6_jvl_s1_eval.csv,leaky,125944.42,0.09517,2.7864856364422126,14.635000000000002,3.0804937140772464,1.7370787441620743,31.0
2024-10-02_Glass_d2_p7_jvl_s1_eval.csv,leaky,41348.2,197.96177,0.2775200369123451,1.59,3.34848242595671,-8.39457106290302,33.0
2024-10-02_Glass_d2_p8_jvl_s1_eval.csv,reliable,42142.71,0.00045,15.2507311876436,14.51,2.347158695921872,4.920412800793848,23.0
2024-10-02_Glass_d3_p1_jvl_s1_eval.csv,leaky,216042.35,1.3913,,,,,
2024-10-02_Glass_d3_p2_jvl_s1_eval.csv,leaky,231602.54,0.0139,,,,,
2024-10-02_Glass_d3_p3_jvl_s1_eval.csv,dead,43.66,1841.35725,,,,,
2024-10-02_Glass_d3_p4_jvl_s1_eval.csv,reliable,179213.76,0.0011,14.994647089465252,14.725,3.3467573565209654,1.715155517065385,33.0
2024-10-02_Glass_d3_p5_jvl_s1_eval.csv,reliable,202436.65,0.00038,14.764466010270676,14.86,3.351327574787072,4.299744759942556,34.0
2024-10-02_Glass_d3_p6_jvl_s1_eval.csv,leaky,206726.34,0.01695,10.516315560566564,14.005,2.4567858791495825,1.0117046571105957,25.0
2024-10-02_Glass_d3_p7_jvl_s1_eval.csv,leaky,206994.49,7.5881,,,,,
2024-10-02_Glass_d3_p8_jvl_s1_eval.csv,leaky,214447.99,3133.725,,,,,
2024-10-02_Glass_d4_p1_jvl_s1_eval.csv,reliable,142664.27,0.00097,19.65185658453801,18.96,1.642864254954466,6.513839237608531,16.0
2024-10-02_Glass_d4_p2_jvl_s1_eval.csv,leaky,149015.4,0.01185,10.947668386858798,16.1,1.706048470436536,-0.839053972870476,17.0
2024-10-02_Glass_d4_p3_jvl_s1_eval.csv,leaky,149470.73,0.03445,15.342493774553384,18.36,1.6231195370091758,0.9085613862268594,16.0
2024-10-02_Glass_d4_p4_jvl_s1_eval.csv,reliable,72949.76,0.00057,19.70904954128797,19.4,1.0926721420159782,1.0227521333539913,11.0
2024-10-02_Glass_d4_p5_jvl_s1_eval.csv,reliable,25426.28,0.00095,19.308475078454304,19.22,1.8661428187774256,3.79311951779576,19.0
2024-10-02_Glass_d4_p6_jvl_s1_eval.csv,reliable,24572.58,0.00017,21.036386053482023,19.32,2.2869122163621527,5.198162459599886,23.0
2024-10-02_Glass_d4_p7_jvl_s1_eval.csv,reliable,23431.33,0.00077,18.8782319287248,18.59,1.404041454185747,1.4100078613928535,14.0
2024-10-02_Glass_d4_p8_jvl_s1_eval.csv,reliable,23655.46,0.00407,17.090159274685636,18.44,1.9531814071084888,-1.107153788717989,20.0
2024-10-02_NL_d1_p1_jvl_s1_eval.csv,leaky,78533.02,0.03592,11.43124274324773,14.44,2.596096855896909,-1.527391570863449,26.0
2024-10-02_NL_d1_p2_jvl_s1_eval.csv,leaky,84007.05,36.52395,0.3235919231148935,2.51,0.8202745291679024,-1.3230907557834328,8.0
2024-10-02_NL_d1_p3_jvl_s1_eval.csv,reliable,86220.21,0.00258,14.519829379742555,14.9,1.9267864391768832,-1.6392705101684697,19.0
2024-10-02_NL_d1_p4_jvl_s1_eval.csv,leaky,64505.2,8.97113,0.6146059573116591,3.57,1.2427185097476945,1.420376955816274,12.0
2024-10-02_NL_d1_p5_jvl_s1_eval.csv,reliable,41844.2,0.00063,14.773657296841932,15.16,1.7729702942176049,0.8269317517088416,18.0
2024-10-02_NL_d1_p6_jvl_s1_eval.csv,leaky,43585.94,10.59375,0.6903185271776977,6.21,1.1023049904214528,3.847664767095541,11.0
2024-10-02_NL_d1_p7_jvl_s1_eval.csv,leaky,45098.82,0.2418,0.5006631361890895,3.34,1.7540246194970073,-1.741421073829425,18.0
2024-10-02_NL_d1_p8_jvl_s1_eval.csv,reliable,42831.39,0.00205,14.582015685835849,15.15,1.6632608912924507,-3.083968866306296,17.0
2024-10-02_NL_d2_p1_jvl_s1_eval.csv,reliable,111234.09,0.00778,9.916234532640935,12.12,1.4808041813062789,-3.225814093678004,15.0
2024-10-02_NL_d2_p2_jvl_s1_eval.csv,reliable,123049.6,0.00893,10.321619185716283,11.815,1.5736786517690688,2.2539342077090554,16.0
2024-10-02_NL_d2_p3_jvl_s1_eval.csv,leaky,119788.87,0.10777,2.3711604877296457,9.98,2.223755503252108,-0.6548126932800458,22.0
2024-10-02_NL_d2_p4_jvl_s1_eval.csv,leaky,70109.5,2.2501,0.7730130610341741,5.300000000000001,2.6968206357771365,2.150542652002855,27.0
2024-10-02_NL_d2_p5_jvl_s1_eval.csv,leaky,80791.66,0.04983,10.576692778411228,12.465,2.25561518260027,-0.592777799265701,23.0
2024-10-02_NL_d2_p6_jvl_s1_eval.csv,leaky,107801.22,3.6228,0.7236574716438935,3.97,2.409538349113596,-1.481944574543463,24.0
2024-10-02_NL_d2_p7_jvl_s1_eval.csv,leaky,108312.73,7.76295,1.5754050559640524,10.37,2.358207828269716,1.6749419330524973,24.0
2024-10-02_NL_d2_p8_jvl_s1_eval.csv,leaky,101306.0,0.97705,1.0286249874568436,3.68,1.9741953873005416,-1.895510421865504,20.0
2024-10-02_NL_d3_p1_jvl_s1_eval.csv,leaky,300.49,0.3627,0.6161703493564702,,,,
2024-10-02_NL_d3_p2_jvl_s1_eval.csv,marginal,305.84,0.00127,6.422757738708575,,,,
2024-10-02_NL_d3_p3_jvl_s1_eval.csv,leaky,320.26,9.52177,2.226203185334514,,,,
2024-10-02_NL_d3_p4_jvl_s1_eval.csv,leaky,312.43,0.03623,2.026642714745387,,,,
2024-10-02_NL_d3_p5_jvl_s1_eval.csv,leaky,313.0,0.08182,1.702200821227528,,,,
2024-10-02_NL_d3_p6_jvl_s1_eval.csv,leaky,299.88,0.03907,0.7230747353144704,,,,
2024-10-02_NL_d3_p7_jvl_s1_eval.csv,leaky,298.06,0.29475,2.87734056338682,,,,
2024-10-02_NL_d3_p8_jvl_s1_eval.csv,leaky,305.16,1.61158,0.2675478833348476,,,,
2024-10-02_NL_d4_p1_jvl_s1_eval.csv,leaky,640.81,1.24228,7.907006512376017,8.73,1.0912737954413023,0.3849412352657337,11.0
2024-10-02_NL_d4_p2_jvl_s1_eval.csv,reliable,596.27,0.00072,11.312088875196268,10.56,2.828282925740948,-2.575782988491089,28.0
2024-10-02_NL_d4_p3_jvl_s1_eval.csv,leaky,611.27,2.94443,6.575648316191723,9.69,4.290012536824572,-3.882630755064457,43.0
2024-10-02_NL_d4_p4_jvl_s1_eval.csv,reliable,663.0,0.00038,13.01668016584212,10.86,3.4193586096020407,1.8201549153973569,34.0
2024-10-02_NL_d4_p5_jvl_s1_eval.csv,reliable,708.14,0.0001,13.370419368760368,11.195,2.522188426410064,1.2261054754035854,25.0
2024-10-02_NL_d4_p6_jvl_s1_eval.csv,reliable,761.2,0.00247,12.709445399064668,10.865,3.2631443612814395,4.562241817753852,33.0
2024-10-02_NL_d4_p7_jvl_s1_eval.csv,leaky,737.41,0.01457,6.607547028148692,7.685,1.801048786258962,1.259366969197896,18.0
2024-10-02_NL_d4_p8_jvl_s1_eval.csv,leaky,709.54,0.61467,3.105142629499943,5.38,5.454294425191782,-2.8704254144651213,55.0
2024-10-02_TFE_d1_p1_jvl_s1_eval.csv,reliable,65436.18,0.0018,11.135067376645248,11.15,2.235928345868064,1.5796779215941894,22.0
2024-10-02_TFE_d1_p2_jvl_s1_eval.csv,reliable,71331.08,0.00582,4.401116974846413,10.77,3.811656173738476,-2.577369152182908,38.0
2024-10-02_TFE_d1_p3_jvl_s1_eval.csv,reliable,69352.41,0.00475,10.91690116696465,10.94,2.7100666538718103,3.9195013559006098,27.0
2024-10-02_TFE_d1_p4_jvl_s1_eval.csv,reliable,50204.72,0.00345,10.31067824947876,11.06,1.837918120014101,-1.627187098689365,18.0
2024-10-02_TFE_d1_p5_jvl_s1_eval.csv,reliable,53101.44,0.00305,10.87837013517185,11.14,2.161894304451976,2.256682826543403,22.0
2024-10-02_TFE_d1_p6_jvl_s1_eval.csv,leaky,61225.63,0.01585,9.223336875379887,10.82,1.631487193524335,-3.800728762240965,16.0
2024-10-02_TFE_d1_p7_jvl_s1_eval.csv,leaky,73449.42,2529.4975,,,,,
2024-10-02_TFE_d1_p8_jvl_s1_eval.csv,reliable,59697.3,0.0034,1.7681461473717024,6.49,1.5357536477264448,2.7436512461876825,15.0
2024-10-02_TFE_d2_p1_jvl_s1_eval.csv,leaky,73244.69,0.0362,5.541215878584937,7.77,2.9931125921207764,0.8146539703544741,30.0
2024-10-02_TFE_d2_p2_jvl_s1_eval.csv,leaky,79499.41,0.10487,4.644062477788145,7.52,2.9502363073645017,0.4374993428575636,30.0
2024-10-02_TFE_d2_p3_jvl_s1_eval.csv,reliable,78653.2,0.00867,7.933788596589061,8.52,4.243166012146953,3.454736451770247,42.0
2024-10-02_TFE_d2_p4_jvl_s1_eval.csv,leaky,63310.86,0.01263,6.848962958107933,8.35,2.439110638546155,-1.553876954709082,24.0
