file,noiseL,offL,pdnoise,LperPD,Eplateau,n_1_10,n_10_100,gain
2021-09-09_RED-PIN-TOP-2nd-MC_d24_p5_jvl_eval.csv,0.35987166746534877,-2.7378741601964296,7.196449741983119e-06,50006.83397619049,17.69,0,1,
2021-09-16_210907_d43_p4_jvl_eval.csv,0.46452120390733637,-1.3975326581599405,1.7201009337309897e-05,27005.461993428802,0.85,0,1,
2021-09-16_210907_d43_p8_jvl_eval.csv,0.9732455441337753,-1.051305986004204,3.5919064111787025e-05,27095.515103201138,1.09,0,1,
2021-09-16_210907_d44_p5_jvl_eval.csv,0.4419743514115134,-0.41814257297167085,1.913159835339315e-05,23101.79961169452,0.77,0,1,
2021-09-19_Red-TrOLEDs-bottom_d12_p6_jvl_eval.csv,1.4935074880538433,-3.4890842290094497,1.5730889993894178e-05,94941.06745603945,5.99,0,1,
2021-09-19_Red-TrOLEDs-bottom_d21_p1_jvl_eval.csv,2.458088740829852,-5.909935255230695,2.6452818375364088e-05,92923.51030236942,5.86,0,1,
2021-09-19_Red-TrOLEDs-bottom_d21_p2_jvl_eval.csv,1.4167003456083107,0.7387424549444727,1.5245865013176524e-05,92923.57923829845,6.01,0,1,
2021-09-19_Red-TrOLEDs-bottom_d21_p8_jvl_eval.csv,2.063655901673438,0.9849907649684471,2.220807883253522e-05,92923.657072495,6.04,0,1,
2021-09-19_Red-TrOLEDs-bottom_d22_p4_jvl_eval.csv,2.211691092981843,-1.2267108540210492,2.3257978851287e-05,95093.86465279451,6.08,0,1,
2021-09-19_Red-TrOLEDs-bottom_d22_p5_jvl_eval.csv,1.664627412217634,-2.111089098587144,1.750505394393993e-05,95094.10353996143,6.06,0,1,
2021-09-19_Red-TrOLEDs-bottom_d22_p6_jvl_eval.csv,1.7553413711931527,2.5104801304745616,1.8459023689121686e-05,95093.94433615763,6.14,0,1,
2021-09-19_Red-TrOLEDs-top_d11_p1_jvl_eval.csv,1.3102539500607904,2.72899387777244,1.4211654059648059e-05,92195.73911393379,9.75,0,1,
2021-09-19_Red-TrOLEDs-top_d11_p2_jvl_eval.csv,2.404776292697795,2.775091215212266,2.6083382777984474e-05,92195.72143562346,9.99,0,1,
2021-09-19_Red-TrOLEDs-top_d11_p3_jvl_eval.csv,1.6532426199638377,1.6694821720032453,1.841907224108267e-05,89757.10602167985,9.875,0,1,
2021-09-19_Red-TrOLEDs-top_d11_p7_jvl_eval.csv,2.751536311406805,-1.0602506968974312,2.9844514767849634e-05,92195.71277368968,9.09,0,1,
2021-09-19_Red-TrOLEDs-top_d11_p8_jvl_eval.csv,1.2671432971394534,-0.28580668578815704,1.374405994142449e-05,92195.70509295388,9.585,0,1,
2021-09-19_Red-TrOLEDs-top_d12_p3_jvl_eval.csv,2.496915402335527,2.497025827891751,2.7398788294375357e-05,91132.3294851004,9.780000000000001,0,1,
2021-09-19_Red-TrOLEDs-top_d12_p4_jvl_eval.csv,1.1958816639892176,-0.009113236961579658,1.3122468657743837e-05,91132.36961579659,9.57,0,1,
2021-09-19_Red-TrOLEDs-top_d12_p5_jvl_eval.csv,1.5030284731224623,-0.17315154771330848,1.649280146003098e-05,91132.39353332025,9.48,0,1,
2021-09-19_Red-TrOLEDs-top_d12_p6_jvl_eval.csv,2.520109623708097,-2.109713547293473,2.7653298175805357e-05,91132.33465630552,9.71,0,1,
2021-09-19_Red-TrOLEDs-top_d21_p1_jvl_eval.csv,2.554380323011198,0.43515105409840643,2.817648132751852e-05,90656.46960383467,9.54,0,1,
2021-09-19_Red-TrOLEDs-top_d21_p2_jvl_eval.csv,1.424190215570105,3.386017463946763,1.570975493125211e-05,90656.42473753047,9.72,0,1,
2021-09-19_Red-TrOLEDs-top_d22_p3_jvl_eval.csv,2.695888974368422,-4.346974756641045,2.9737434321070807e-05,90656.4078548706,9.695,0,1,
2021-09-19_Red-TrOLEDs-top_d22_p4_jvl_eval.csv,2.1977736486881634,-5.040498873509845,2.4242881098388805e-05,90656.45455952958,9.36,0,1,
2021-09-19_Red-TrOLEDs-top_d22_p5_jvl_eval.csv,2.1595709610267733,-3.3996191702702094,2.38214655767067e-05,90656.51120720559,9.4,0,1,
2021-09-19_Red-TrOLEDs-top_d22_p6_jvl_eval.csv,0.9851522703277084,-0.29010073070282877,1.0866871163719983e-05,90656.478344634,9.52,0,1,
2021-09-21_BSBCz cavity_d11_p3_jvl_eval.csv,1.912241966315652,-2.872210475180309,1.9407301031656446e-05,98532.09177290939,0.48,0,1,
2021-09-21_BSBCz cavity_d13_p6_jvl_eval.csv,2.0179164183237672,-0.8818640554775911,2.0479746092176045e-05,98532.29670140683,0.28,0,1,
2021-09-21_BSBCz cavity_d13_p8_jvl_eval.csv,2.175072759438069,1.783431817176231,2.2074753050084667e-05,98532.14459537188,0.345,0,1,
2021-09-21_BSBCz cavity_d22_p2_jvl_eval.csv,2.081615374105526,-1.8080797022115174,2.1126083141199858e-05,98532.95379899278,0.52,0,1,
2021-09-21_BSBCz cavity_d22_p3_jvl_eval.csv,2.4171273229627515,-3.827987165102835,2.4531272558376042e-05,98532.48816223515,0.245,0,1,
2021-09-22_BSBCz cavity_d11_p3_jvl_eval.csv,1.912241966315652,-2.872210475180309,1.9407301031656446e-05,98532.09177290939,0.48,0,1,
2021-09-22_BSBCz cavity_d13_p6_jvl_eval.csv,2.0179164183237672,-0.8818640554775911,2.0479746092176045e-05,98532.29670140683,0.28,0,1,
2021-09-22_BSBCz cavity_d13_p8_jvl_eval.csv,2.175072759438069,1.783431817176231,2.2074753050084667e-05,98532.14459537188,0.345,0,1,
2021-09-22_BSBCz cavity_d22_p2_jvl_eval.csv,2.081615374105526,-1.8080797022115174,2.1126083141199858e-05,98532.95379899278,0.52,0,1,
2021-09-22_BSBCz cavity_d22_p3_jvl_eval.csv,2.4171273229627515,-3.827987165102835,2.4531272558376042e-05,98532.48816223515,0.245,0,1,
2021-09-23_210923_d11_p5_jvl_eval.csv,1.3041141429809007,0.4470091083621128,3.778061304719952e-05,34518.07786580022,3.88,0,1,
2021-09-23_210923_d12_p1_jvl_eval.csv,1.0796609095526688,0.48812006420434395,3.118744739474521e-05,34618.444269811625,3.72,0,1,
2021-09-23_210923_d12_p4_jvl_eval.csv,0.894298127412976,-0.6040918892693146,2.58329942854095e-05,34618.44637646501,3.78,0,1,
2021-09-23_210923_d13_p5_jvl_eval.csv,0.5758445841311007,-0.03339599620448603,1.638077665283304e-05,35153.68021524846,3.93,0,1,
2021-09-23_210923_d21_p4_jvl_eval.csv,0.6212874258602391,-0.6482274892861952,1.773114773498884e-05,35039.32374519974,4.185,0,1,
2021-09-23_210923_d21_p8_jvl_eval.csv,0.5044152844773926,-0.9530694336687128,1.4395693800578006e-05,35039.31741429091,4.095000000000001,0,1,
2021-09-23_210923_d24_p1_jvl_eval.csv,0.6181329022030757,0.17944329223425273,1.7395864271429572e-05,35533.325194901525,3.7350000000000003,0,1,
2021-09-23_210923_d24_p8_jvl_eval.csv,0.6346078093899735,-0.2380733741023338,1.785950377250163e-05,35533.33941825878,3.7,0,1,
2021-09-23_210923_d31_p4_jvl_eval.csv,0.5524822702356694,0.7171528711246844,1.5754329211010187e-05,35068.600054996794,4.09,0,1,
2021-09-23_210923_d31_p5_jvl_eval.csv,0.9263233953396702,-0.9450989306633973,2.6414605597829566e-05,35068.60596153608,4.0,0,1,
2021-09-23_210923_d32_p4_jvl_eval.csv,0.8164711744080758,-0.6828022033351684,2.3317423147128035e-05,35015.49760693171,3.8049999999999997,0,1,
2021-09-29_210923_d41_p1_jvl_eval.csv,0.8191061265560438,0.019183285764119515,2.3484421550371546e-05,34878.70138930821,3.9450000000000003,0,1,
2021-09-29_210923_d41_p4_jvl_eval.csv,0.3783414395681941,-0.27205384301182123,1.0847349906774465e-05,34878.69782202836,3.9799999999999995,0,1,
2021-09-29_210923_d41_p5_jvl_eval.csv,0.5374895140896863,0.6051454398450441,1.541025091727365e-05,34878.69970288438,3.88,0,1,
2021-09-29_210923_d41_p8_jvl_eval.csv,0.6854040943946946,-0.5039971574507075,1.9651081395180267e-05,34878.69601735,4.0,0,1,
2021-09-29_210923_d42_p1_jvl_eval.csv,1.0350304823956114,0.48882071866808563,2.9643642751112006e-05,34915.76561914897,3.925,0,1,
2021-09-29_210923_d42_p4_jvl_eval.csv,0.5151581076464596,-0.0768146803524869,1.4754312998784988e-05,34915.76379658495,3.995,0,1,
2021-09-29_210923_d42_p5_jvl_eval.csv,0.6669328058491221,-0.5080244239557453,1.9101192516582715e-05,34915.76796946703,4.0,0,1,
2021-09-29_210923_d42_p8_jvl_eval.csv,0.21434041851642158,0.20949451926225743,6.138788335023632e-06,34915.753210376235,4.02,0,1,
2021-09-29_210923_d43_p1_jvl_eval.csv,0.7473478006854871,0.8124962707866936,2.1385742914381068e-05,34946.07616286854,3.94,0,1,
2021-09-29_210923_d43_p4_jvl_eval.csv,0.8276755901830576,-0.25685370830285087,2.36843595836765e-05,34946.08276229263,3.895,0,1,
2021-09-29_210923_d43_p5_jvl_eval.csv,0.7754235618771276,0.18521426351358222,2.218913813647726e-05,34946.08745539287,3.9299999999999997,0,1,
2021-09-29_210923_d43_p8_jvl_eval.csv,0.7029868082929736,-0.3756703536600307,2.011632835948615e-05,34946.07941023541,3.85,0,1,
2021-09-29_210923_d44_p1_jvl_eval.csv,0.8389368557346817,-0.16958619682722512,2.399277669077369e-05,34966.22614994332,3.82,0,1,
2021-09-29_210923_d44_p4_jvl_eval.csv,0.7411360720316362,-0.7412838467080177,2.1195773787391698e-05,34966.21918434046,3.985,0,1,
2021-09-29_210923_d44_p5_jvl_eval.csv,0.47736167791316586,-0.09790545721944116,1.3652075544277752e-05,34966.23472122899,3.8049999999999997,0,1,
2021-09-29_210923_d44_p8_jvl_eval.csv,0.666186416004364,-1.8217411327098711,1.9052274579867534e-05,34966.24055105319,3.645,0,1,
2021-10-04_210923_d11_p5_jvl_s1_eval.csv,1.3049347758602408,0.44729039537495663,3.778061304719952e-05,34539.79887065302,4.49,0,1,50.0
2021-10-04_210923_d12_p1_jvl_s1_eval.csv,1.108778827928956,0.5012844198474681,3.118744739474521e-05,35552.086514004826,4.26,0,1,50.0
2021-10-04_210923_d12_p4_jvl_s1_eval.csv,0.9184170548359724,-0.6203840495540012,2.58329942854095e-05,35552.094530315255,4.34,0,1,50.0
2021-10-04_210923_d21_p4_jvl_s1_eval.csv,0.6274164568531958,-0.6546222853289777,1.773114773498884e-05,35384.98839616096,4.984999999999999,0,1,50.0
2021-10-04_210923_d21_p8_jvl_s1_eval.csv,0.5093916278648799,-0.9624720051609058,1.4395693800578006e-05,35385.000189739185,4.88,0,1,50.0
2021-10-04_210923_d31_p4_jvl_s1_eval.csv,0.5564728753978061,0.7223328997042993,1.5754329211010187e-05,35321.90218602931,4.67,0,1,50.0
2021-10-04_210923_d31_p5_jvl_s1_eval.csv,0.933014331613139,-0.951925484703818,2.6414605597829566e-05,35321.910378620334,4.56,0,1,50.0
2021-10-04_210923_d32_p4_jvl_s1_eval.csv,0.8324357908900868,-0.6961531649502196,2.3317423147128035e-05,35700.16230513947,4.505,0,1,50.0
2021-10-04_210923_d41_p1_jvl_s1_eval.csv,0.8182377219315835,0.019162947918351048,2.3484421550371546e-05,34841.723487911,4.805,0,1,50.0
2021-10-04_210923_d41_p4_jvl_s1_eval.csv,0.37794039635787907,-0.27176546501467524,1.0847349906774465e-05,34841.72628393272,4.855,0,1,50.0
2021-10-04_210923_d41_p5_jvl_s1_eval.csv,0.5369194792340483,0.6045036524531053,1.541025091727365e-05,34841.70907510693,4.725,0,1,50.0
2021-10-04_210923_d41_p8_jvl_s1_eval.csv,0.6846776231093011,-0.5034629624177303,1.9651081395180267e-05,34841.72750295711,4.875,0,1,50.0
2021-10-04_210923_d42_p1_jvl_s1_eval.csv,1.0554453119200575,0.4984621657649181,2.9643642751112006e-05,35604.44041177986,4.654999999999999,0,1,50.0
2021-10-04_210923_d42_p4_jvl_s1_eval.csv,0.5253192601576882,-0.07832979905212026,1.4754312998784988e-05,35604.454114600114,4.81,0,1,50.0
2021-10-04_210923_d42_p5_jvl_s1_eval.csv,0.6800873335212939,-0.5180446558058739,1.9101192516582715e-05,35604.443697998206,4.744999999999999,0,1,50.0
2021-10-04_210923_d42_p8_jvl_s1_eval.csv,0.21856808915683498,0.21362660892851285,6.138788335023632e-06,35604.43482141881,4.77,0,1,50.0
2021-10-04_blue-tbpe-bottom-emitting_d11_p1_jvl_s1_eval.csv,0.7216002022393767,1.282009797955131,2.0882342354779604e-05,34555.52016051566,4.82,0,1,50.0
2021-10-04_blue-tbpe-bottom-emitting_d11_p4_jvl_s1_eval.csv,0.6038895190944431,0.514877029250816,1.7475927888256906e-05,34555.50531884671,5.25,0,1,50.0
2021-10-04_blue-tbpe-bottom-emitting_d11_p5_jvl_s1_eval.csv,0.8421568412927596,-0.6392750207313481,2.437120340802964e-05,34555.40652601882,4.83,0,1,50.0
2021-10-04_blue-tbpe-bottom-emitting_d11_p8_jvl_s1_eval.csv,0.4540146256304975,-0.2902669791187179,1.3138672772476762e-05,34555.59275222832,2.22,0,2,50.0
2021-10-09_211007_d22_p1_jvl_s1_eval.csv,1.0413865528227537,-1.6429735866600048,2.9188449009078154e-05,35678.03662671021,3.48,0,1,50.0
2021-10-09_211007_d22_p1_jvl_s2_eval.csv,0.6033693112845526,-0.683234554414275,1.691150167456719e-05,35678.044616933425,3.145,0,1,50.0
2021-10-09_211007_d22_p1_jvl_s3_eval.csv,0.6589514300755003,0.6297174974234702,1.846938156938547e-05,35678.04517980001,2.9450000000000003,0,1,50.0
2021-10-09_211007_d22_p4_jvl_s2_eval.csv,0.6995880050645453,-0.6743148631578947,1.9608366978296678e-05,35678.0350877193,3.1500000000000004,0,1,50.0
2021-10-09_211007_d22_p4_jvl_s3_eval.csv,0.6560633733059255,0.5637129278243795,1.838843990724124e-05,35678.0334066063,3.23,0,2,50.0
2021-10-09_211007_d22_p5_jvl_s1_eval.csv,0.7128159602137054,1.0471502277023943,1.997912799787707e-05,35678.031608258745,3.145,0,1,50.0
2021-10-09_211007_d22_p8_jvl_s1_eval.csv,0.757209873263689,-0.0838433976698396,2.1223414742527495e-05,35678.04156163387,3.44,0,1,50.0
2021-10-09_211007_d23_p1_jvl_s1_eval.csv,0.616674232377185,-1.043780978272148,1.568595443913652e-05,39313.78449235963,4.32,0,1,50.0
2021-10-09_211007_d23_p1_jvl_s2_eval.csv,0.7379881288037109,0.9238736878994758,1.8771744724452225e-05,39313.773953169184,3.91,0,1,50.0
2021-10-09_211007_d23_p4_jvl_s1_eval.csv,0.6927855639671862,-0.34989257257473877,1.762195600191231e-05,39313.77219940885,4.165,0,1,50.0
2021-10-09_211007_d23_p4_jvl_s2_eval.csv,0.4548891518021833,1.1184767419709998,1.1570733554965302e-05,39313.76948931458,4.140000000000001,0,1,50.0
2021-10-09_211007_d23_p5_jvl_s1_eval.csv,0.504232394690223,1.1106144285935802,1.282584196932982e-05,39313.785082958595,2.26,0,1,50.0
2021-10-09_211007_d23_p5_jvl_s2_eval.csv,0.6049754103151482,-0.7803785922100568,1.5388379454062805e-05,39313.78298287439,3.8,0,1,50.0
2021-10-09_211007_d32_p1_jvl_s2_eval.csv,0.5186192603506247,-0.21947042698831007,1.4650900616989008e-05,35398.45596585646,3.29,0,1,50.0
2021-10-09_211007_d32_p4_jvl_s2_eval.csv,0.7792135753981634,-0.6336320699692065,2.201265317947839e-05,35398.43966308416,3.52,0,1,50.0
2021-10-09_211007_d32_p5_jvl_s2_eval.csv,0.836236055537511,-0.6885003352552576,2.3623505243718598e-05,35398.474820321724,3.37,0,1,50.0
2021-10-09_211007_d33_p1_jvl_s1_eval.csv,0.7137351708173043,-0.2636578241398409,1.8407946653551557e-05,38773.209432329546,4.38,0,1,50.0
2021-10-09_211007_d33_p1_jvl_s2_eval.csv,0.7885734878825228,0.10856507053581536,2.0338086229517512e-05,38773.23947707692,4.2,0,1,50.0
2021-10-09_211007_d33_p4_jvl_s1_eval.csv,0.6269459920406019,0.01163197359367298,1.616955163262111e-05,38773.24531224326,4.3,0,1,50.0
2021-10-09_211007_d33_p4_jvl_s2_eval.csv,0.21871680604302912,-0.07366915161696766,5.640921910468182e-06,38773.23769314087,4.130000000000001,0,1,50.0
2021-10-09_211007_d33_p5_jvl_s1_eval.csv,0.4839774396812974,1.3512474332263844,1.2482254069945328e-05,38773.240551689654,4.355,0,1,50.0
2021-10-09_211007_d33_p8_jvl_s1_eval.csv,0.9713282373903823,-0.8064832565539362,2.5051514924251585e-05,38773.23348817001,4.3149999999999995,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d32_p4_jvl_s1_eval.csv,1.0867258074993391,0.6656351589975912,2.8325866663214776e-05,38365.13884712341,5.24,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d32_p5_jvl_s1_eval.csv,0.868982507047647,-0.7557933347134524,2.2650312727789582e-05,38365.143894083885,5.1,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d32_p8_jvl_s1_eval.csv,0.859481816447181,-0.3433686373281369,2.2402635013666487e-05,38365.21087465217,5.26,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d34_p1_jvl_s1_eval.csv,1.5094423434006061,-0.61281847516867,3.15278712676049e-05,47876.44337255234,9.13,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d34_p4_jvl_s1_eval.csv,1.2559678532266214,1.8193045249372317,2.6233529224173315e-05,47876.434866769254,8.83,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d34_p5_jvl_s1_eval.csv,0.6932045706258154,0.9311965498077405,1.4479036570158944e-05,47876.42929602779,8.84,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d41_p1_jvl_s1_eval.csv,0.7410371076140061,0.2669690913621418,1.70708084167095e-05,43409.60835156777,9.79,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d41_p4_jvl_s1_eval.csv,0.5478528505698618,-1.104774750028087,1.2620541016753427e-05,43409.61689697787,9.23,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d41_p5_jvl_s1_eval.csv,0.5650300361902865,0.6728491221392207,1.3016239856425512e-05,43409.620783175524,8.835,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d42_p1_jvl_s1_eval.csv,0.5624446010368496,1.0062810352977516,1.3833614454974843e-05,40657.819607989964,9.395,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d42_p4_jvl_s1_eval.csv,0.8035747756971238,0.18296020169229232,1.976433375777916e-05,40657.82259828718,10.030000000000001,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC-TFE_d42_p5_jvl_s1_eval.csv,0.8755903656868937,0.25614416978690147,2.153560359549326e-05,40657.804728079594,9.844999999999999,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d11_p1_jvl_s1_eval.csv,0.6884363094795896,0.3488890956836003,1.5884452566372357e-05,43340.2603333665,20.79,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d11_p4_jvl_s1_eval.csv,1.3551608012182261,-1.1051763863284751,3.126795040008575e-05,43340.25044425393,19.02,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d11_p5_jvl_s1_eval.csv,0.686669245019186,0.8884753280827964,1.5843680829347144e-05,43340.25990647787,21.22,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d12_p1_jvl_s1_eval.csv,0.7067252226306758,-0.21643286658894761,1.665319455506627e-05,42437.816978225026,15.21,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d12_p4_jvl_s1_eval.csv,0.6784745217900543,-1.5638338558150047,1.5987495113369074e-05,42437.82512388072,14.72,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d12_p5_jvl_s1_eval.csv,0.6702882095018934,-2.0603565195131464,1.5794592956662945e-05,42437.82738441084,11.45,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d13_p1_jvl_s1_eval.csv,1.491570807348665,0.7128034944208128,3.0132595861182175e-05,49500.242668112005,13.01,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d13_p4_jvl_s1_eval.csv,0.8864674418872789,1.0865302337545597,1.7908346905532314e-05,49500.23843984327,12.47,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d13_p5_jvl_s1_eval.csv,1.1151759699600248,0.8142789659222173,2.252869774803289e-05,49500.24108949649,13.57,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d14_p1_jvl_s1_eval.csv,1.13412221249465,-1.2482417956322567,2.235096319077895e-05,50741.53640781531,11.41,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d14_p4_jvl_s1_eval.csv,1.3404461948826378,1.783565623475864,2.6417129333487813e-05,50741.55401069314,13.8,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d14_p5_jvl_s1_eval.csv,0.9626847546913289,-0.9311073270804762,1.8972319017159946e-05,50741.5437101077,12.27,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d21_p1_jvl_s1_eval.csv,1.063376987837025,0.7756525296495079,2.5362483229280916e-05,41927.16376483826,22.15,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d21_p5_jvl_s1_eval.csv,1.0083770511926917,-1.6791824217235147,2.4050692990708883e-05,41927.15160358339,20.79,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d21_p8_jvl_s1_eval.csv,0.9254652850916942,1.2179840780304754,2.2073167471439667e-05,41927.162754921694,19.95,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d22_p5_jvl_s1_eval.csv,0.7171287840834476,1.2369463303711905,1.8291345858993898e-05,39205.905875473545,21.07,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d22_p8_jvl_s1_eval.csv,1.0368023897830576,-2.546422887503183,2.6445063601528526e-05,39205.89511167334,20.49,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d23_p1_jvl_s1_eval.csv,0.718708156263995,1.3076041557094786,1.5060064925343303e-05,47722.779405455425,20.66,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d23_p5_jvl_s1_eval.csv,1.180990574613193,-0.4438218069655841,2.4746896550656384e-05,47722.77494253592,16.13,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d23_p8_jvl_s1_eval.csv,1.2346609278802627,0.164643565219247,2.5871525531621306e-05,47722.77252731797,19.41,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d24_p1_jvl_s1_eval.csv,0.6408645380329951,-2.6878672269168233,1.2815539612343897e-05,50006.832128685084,15.82,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d24_p4_jvl_s1_eval.csv,1.1861969933128638,0.5425742026568413,2.3720695371107673e-05,50006.83895454759,14.54,0,1,50.0
2021-10-11_RED-PIN-TOP-2nd-MC_d24_p5_jvl_s1_eval.csv,0.35987166746534877,-2.7378741601964296,7.196449741983119e-06,50006.83397619049,17.69,0,1,50.0
2021-10-11_Red-TrOLEDs-bottom_d11_p1_jvl_s1_eval.csv,0.36780524092305816,0.06559869237377111,1.597966207402397e-05,23017.085043428462,8.12,0,4,50.0
2021-10-11_Red-TrOLEDs-bottom_d11_p2_jvl_s1_eval.csv,0.5034238538777328,0.30612569645642973,2.1871856345541412e-05,23016.969658378173,8.48,0,3,50.0
2021-10-11_Red-TrOLEDs-bottom_d11_p7_jvl_s1_eval.csv,0.3687397171190332,0.13119694323638242,1.6020315227859907e-05,23017.00758533025,9.34,0,3,50.0
2021-10-11_Red-TrOLEDs-bottom_d11_p8_jvl_s1_eval.csv,0.5965961872298748,-0.17147668462188426,2.591980131096687e-05,23017.004647232785,8.29,0,4,50.0
2021-10-11_Red-TrOLEDs-bottom_d31_p3_jvl_s1_eval.csv,0.39799948544394825,0.6850938315776347,1.580161067739615e-05,25187.273219765983,8.879999999999999,0,3,50.0
2021-10-11_Red-TrOLEDs-bottom_d31_p4_jvl_s1_eval.csv,0.6192612858241725,0.3349892473683264,2.458638647707304e-05,25187.16145626514,9.079999999999998,0,3,50.0
2021-10-11_Red-TrOLEDs-bottom_d31_p5_jvl_s1_eval.csv,0.7823816804604216,-0.035262045394319305,3.1062700430334306e-05,25187.175281656648,9.095,0,3,50.0
2021-10-11_Red-TrOLEDs-bottom_d31_p6_jvl_s1_eval.csv,0.5902316345221015,-0.05163358421097642,2.343387291934477e-05,25187.114249256792,9.265,0,3,50.0
2021-10-11_Red-TrOLEDs-top_d11_p1_jvl_s1_eval.csv,0.41830118151982654,0.6390289047868274,1.8819428790481397e-05,22227.092340411386,9.95,0,4,50.0
2021-10-11_Red-TrOLEDs-top_d11_p2_jvl_s1_eval.csv,0.5117011053818936,1.0113308576510496,2.302154642937785e-05,22227.051816506588,10.16,0,3,50.0
2021-10-11_Red-TrOLEDs-top_d11_p7_jvl_s1_eval.csv,0.6661917939803591,0.014447646304758258,2.997198692112353e-05,22227.148161166562,9.165,0,4,50.0
2021-10-11_Red-TrOLEDs-top_d11_p8_jvl_s1_eval.csv,0.48910000650093627,-0.027783777843488247,2.2004747215089748e-05,22227.0222747906,9.635,0,4,50.0
2021-10-11_Red-TrOLEDs-top_d31_p3_jvl_s1_eval.csv,0.6552031507149543,-0.6588048666538499,2.9587355407335746e-05,22144.70140012941,13.64,0,3,50.0
2021-10-11_Red-TrOLEDs-top_d31_p4_jvl_s1_eval.csv,0.3982218757797646,0.9322885761770009,1.798278065261321e-05,22144.621761924012,13.56,0,3,50.0
2021-10-11_Red-TrOLEDs-top_d31_p5_jvl_s1_eval.csv,0.31459652867508386,0.08525662636726551,1.420648091541322e-05,22144.57827721182,13.6,0,3,50.0
