file,noiseL,offL,pdnoise,LperPD,Eplateau,n_1_10,n_10_100,gain
2023-09-27_oled-nl41-fullstack_d10_p2_jvl_s1_eval.csv,1.7882116506577812,1.3864098684942834,1.4381432473853221e-05,124341.69224163976,17.11,0,2,50.0
2023-09-27_oled-nl41-fullstack_d10_p4_jvl_s1_eval.csv,2.4835311360382253,8.480100682425988,1.99734448706276e-05,124341.65223498516,16.96,0,2,50.0
2023-09-27_oled-nl41-fullstack_d10_p6_jvl_s1_eval.csv,2.3436461830773725,-3.2453175522076156,1.884843760103208e-05,124341.66866695847,16.7,0,1,50.0
2023-09-27_oled-nl41-fullstack_d10_p7_jvl_s1_eval.csv,2.9098383517562167,3.487784413069746,2.340195267256322e-05,124341.69030551678,3.38,0,3,50.0
2023-09-27_oled-nl41-fullstack_d10_p8_jvl_s1_eval.csv,2.52938849501367,-0.11190752910276912,2.03422384871151e-05,124341.69900307679,17.0,0,2,50.0
2023-09-27_oled-nl41-fullstack_d11_p2_jvl_s1_eval.csv,2.7329599394884396,-3.1641514781533364,2.22841311250854e-05,122641.53016098203,17.38,0,2,50.0
2023-09-27_oled-nl41-fullstack_d11_p4_jvl_s1_eval.csv,1.8341237539111905,-2.96179260418786,1.4955162152246962e-05,122641.51570136067,17.47,0,2,50.0
2023-09-27_oled-nl41-fullstack_d11_p5_jvl_s1_eval.csv,2.185261616607941,-0.14103772778937515,1.7818288045962466e-05,122641.50242554361,5.57,0,2,50.0
2023-09-27_oled-nl41-fullstack_d11_p6_jvl_s1_eval.csv,1.6445613942378936,5.279721478207262,1.3409489177444457e-05,122641.61389563905,18.06,0,2,50.0
2023-09-27_oled-nl41-fullstack_d11_p7_jvl_s1_eval.csv,3.5772092008040004,-4.825943709833092,2.916801158803939e-05,122641.51740363639,18.03,0,2,50.0
2023-09-27_oled-nl41-fullstack_d11_p8_jvl_s1_eval.csv,3.885432733500472,-3.838680867296337,3.168120736335659e-05,122641.56125547402,17.58,0,1,50.0
2023-09-27_oled-nl41-fullstack_d12_p4_jvl_s1_eval.csv,1.2108565561231328,-4.344815051509498,9.851691902071101e-06,122908.48802007064,10.44,0,2,50.0
2023-09-27_oled-nl41-fullstack_d12_p5_jvl_s1_eval.csv,2.487429343321123,0.8234870504937583,2.0238055462145786e-05,122908.51499906839,15.37,0,2,50.0
2023-09-27_oled-nl41-fullstack_d12_p6_jvl_s1_eval.csv,2.2376359582981102,-2.525768373198117,1.8205714914706193e-05,122908.43665197652,16.28,0,2,50.0
2023-09-27_oled-nl41-fullstack_d12_p7_jvl_s1_eval.csv,3.053740373233151,2.937511576932576,2.4845653543426865e-05,122908.43418127934,18.33,0,3,50.0
2023-09-27_oled-nl41-fullstack_d12_p8_jvl_s1_eval.csv,4.773021272042415,5.9856425877084,3.883394849298169e-05,122908.47202686651,0.71,0,6,50.0
2023-09-27_oled-nl41-fullstack_d13_p1_jvl_s1_eval.csv,1.3799981339814125,-2.3038232236433998,1.1261265470629845e-05,122543.78849167019,18.48,0,2,50.0
2023-09-27_oled-nl41-fullstack_d13_p2_jvl_s1_eval.csv,2.516116954600877,0.7904076071341747,2.053238634179887e-05,122543.81505956197,18.15,0,2,50.0
2023-09-27_oled-nl41-fullstack_d13_p5_jvl_s1_eval.csv,2.840347439084872,6.261987535661239,2.3178224694743122e-05,122543.78739063091,18.79,0,4,50.0
2023-09-27_oled-nl41-fullstack_d13_p6_jvl_s1_eval.csv,2.690422438019506,-2.205788946605356,2.1954776751819234e-05,122543.83036696422,4.56,0,2,50.0
2023-09-27_oled-nl41-fullstack_d13_p7_jvl_s1_eval.csv,1.8231216170636688,-2.144516084832504,1.4877308929630195e-05,122543.77627614311,0.075,0,2,50.0
2023-09-27_oled-nl41-fullstack_d14_p1_jvl_s1_eval.csv,3.98949622029326,-3.5728086340755905,3.254969037871175e-05,122566.333930552,16.9,0,1,50.0
2023-09-27_oled-nl41-fullstack_d14_p2_jvl_s1_eval.csv,1.8775424975298691,4.093713835048239,1.531858892544175e-05,122566.28248647421,12.41,0,2,50.0
2023-09-27_oled-nl41-fullstack_d14_p4_jvl_s1_eval.csv,1.5438607721078967,-8.34676329880618,1.2596130358169528e-05,122566.27457865169,16.66,0,1,50.0
2023-09-27_oled-nl41-fullstack_d14_p5_jvl_s1_eval.csv,1.1120611048390814,-3.5237807074780285,9.07314030531877e-06,122566.28547749664,17.49,0,2,50.0
2023-09-27_oled-nl41-fullstack_d14_p6_jvl_s1_eval.csv,3.445452824249749,1.850750813315586,2.811093598979269e-05,122566.27902752227,15.78,0,2,50.0
2023-09-27_oled-nl41-fullstack_d14_p7_jvl_s1_eval.csv,2.4397303095305594,3.848581473255745,1.990539429959181e-05,122566.28895718935,15.7,0,2,50.0
2023-09-27_oled-nl41-fullstack_d14_p8_jvl_s1_eval.csv,2.112925992043851,0.6189597722734004,1.7239046441790865e-05,122566.29153928721,17.41,0,2,50.0
2023-09-27_oled-nl41-fullstack_d15_p1_jvl_s1_eval.csv,2.9478393019219262,-1.399377209692904,2.411984400861664e-05,122216.35019151999,18.325,1,1,50.0
2023-09-27_oled-nl41-fullstack_d15_p2_jvl_s1_eval.csv,1.9660337401598695,1.2404960455149805,1.6086502278480413e-05,122216.3591640375,18.68,0,2,50.0
2023-09-27_oled-nl41-fullstack_d15_p4_jvl_s1_eval.csv,2.5079277433458262,3.599271932746136,2.052039229644502e-05,122216.36443959715,18.25,0,2,50.0
2023-09-27_oled-nl41-fullstack_d15_p5_jvl_s1_eval.csv,1.3195477786553835,-0.018332445118728807,1.0796823092414218e-05,122216.3007915254,16.67,0,2,50.0
2023-09-27_oled-nl41-fullstack_d15_p7_jvl_s1_eval.csv,2.7224110001850006,-1.8454668169065904,2.2275342870537368e-05,122216.34549050267,18.75,0,2,50.0
2023-09-27_oled-nl41-fullstack_d15_p8_jvl_s1_eval.csv,2.668627071840507,-2.7865323642582296,2.1835273840130086e-05,122216.33176571183,18.08,1,1,50.0
2023-09-27_oled-nl41-fullstack_d16_p1_jvl_s1_eval.csv,2.8201299962359885,-7.489009659266193,2.30272034776262e-05,122469.495654394,17.35,0,1,50.0
2023-09-27_oled-nl41-fullstack_d16_p2_jvl_s1_eval.csv,2.0327967235889433,0.3919023559016425,1.6598393496560642e-05,122469.4862192633,15.22,0,2,50.0
2023-09-27_oled-nl41-fullstack_d16_p4_jvl_s1_eval.csv,2.4278945805627186,6.160216207184629,1.9824482338764865e-05,122469.50710108606,17.6,0,4,50.0
2023-09-27_oled-nl41-fullstack_d16_p5_jvl_s1_eval.csv,2.6990892928710886,2.259561998462721,2.2038871908516552e-05,122469.4850115296,17.31,0,2,50.0
2023-09-27_oled-nl41-fullstack_d16_p6_jvl_s1_eval.csv,2.75609170475087,7.91152977377546,2.2504310698175138e-05,122469.50114203499,17.68,0,7,50.0
2023-09-27_oled-nl41-fullstack_d16_p7_jvl_s1_eval.csv,2.452510571888888,0.5449891834465106,2.0025483764443745e-05,122469.47942618215,17.77,0,2,50.0
2023-09-27_oled-nl41-fullstack_d16_p8_jvl_s1_eval.csv,2.8587386450815737,-5.719325908139446,2.3342452741732177e-05,122469.50552761127,17.65,0,1,50.0
2023-09-27_oled-nl41-fullstack_d9_p1_jvl_s1_eval.csv,1.7227859658302855,0.8526494296953312,1.4345614893292885e-05,120091.46897117341,15.36,0,1,50.0
2023-09-27_oled-nl41-fullstack_d9_p2_jvl_s1_eval.csv,3.060742038341699,-8.760672926558145,2.5486755819880688e-05,120091.47260532068,13.27,0,1,50.0
2023-09-27_oled-nl41-fullstack_d9_p4_jvl_s1_eval.csv,2.9723695079232284,-3.032310701702364,2.4750870691755472e-05,120091.5129387075,15.82,0,2,50.0
2023-09-27_oled-nl41-fullstack_d9_p5_jvl_s1_eval.csv,2.3850717971053137,-5.668317963695421,1.9860457642707475e-05,120091.48228168265,15.59,0,2,50.0
2023-09-27_oled-nl41-fullstack_d9_p6_jvl_s1_eval.csv,3.498293424742316,-1.7052988961941413,2.913024030110291e-05,120091.47156296771,15.54,0,1,50.0
2023-09-27_oled-nl41-fullstack_d9_p7_jvl_s1_eval.csv,2.2270102665000397,0.5764390985784856,1.8544282137629378e-05,120091.47887051784,15.65,0,2,50.0
2023-09-27_oled-nl41-fullstack_d9_p8_jvl_s1_eval.csv,2.698329852953739,0.11408683383498584,2.2468967488516245e-05,120091.4040368272,15.585,0,2,50.0
2023-09-28_10nmCat0RI_d11_p5_jvl_s1_eval.csv,1.6389367293177948,3.2353712686567166,1.4893109890893244e-05,110046.64179104478,0.325,1,18,50.0
2023-09-28_10nmCat0RI_d11_p6_jvl_s1_eval.csv,1.7637214962660068,-2.7236679119150606,1.6026956458833144e-05,110047.18836020448,0.63,0,20,50.0
2023-09-28_10nmCat0RI_d12_p1_jvl_s1_eval.csv,2.28028321306896,-0.44099597783823236,2.1975718923899215e-05,103763.75949134878,1.13,2,15,50.0
2023-09-28_10nmCat0RI_d12_p1_jvl_s2_eval.csv,2.06866965570772,-5.136296477636434,1.993637797260743e-05,103763.56520477645,0.76,2,27,50.0
2023-09-28_10nmCat0RI_d12_p2_jvl_s1_eval.csv,1.5931771058809077,0.8249207789023648,1.5353908297238197e-05,103763.61998771885,1.14,3,17,50.0
2023-09-28_10nmCat0RI_d12_p5_jvl_s1_eval.csv,1.4138622439061228,1.162155054494109,1.3625769703029624e-05,103763.84415125975,1.17,1,16,50.0
2023-09-28_10nmCat0RI_d13_p1_jvl_s1_eval.csv,2.113635080456313,1.4949288796197162,2.2904693842092714e-05,92279.56047035285,1.53,1,16,50.0
2023-09-28_10nmCat0RI_d13_p4_jvl_s1_eval.csv,2.221132555409184,-1.965556295691852,2.4069584541491362e-05,92279.6382953921,1.54,0,15,50.0
2023-09-28_10nmCat0RI_d13_p5_jvl_s1_eval.csv,1.9343497195515689,2.883736267056406,2.096184364241106e-05,92279.560545805,1.55,2,17,50.0
2023-09-28_10nmCat0RI_d13_p6_jvl_s1_eval.csv,2.1492896920485225,0.46139889889889896,2.3291014534036326e-05,92279.77977977978,1.56,2,16,50.0
2023-09-28_10nmCat0RI_d14_p1_jvl_s1_eval.csv,0.7251119452014169,1.2845365869643062,8.072250274229357e-06,89827.73335414728,1.47,1,17,50.0
2023-09-28_10nmCat0RI_d14_p2_jvl_s1_eval.csv,1.8063982429713872,-1.1902179393185939,2.0109574833894426e-05,89827.7690051769,1.44,1,16,50.0
2023-09-28_10nmCat0RI_d14_p4_jvl_s1_eval.csv,1.3849557753371375,-1.0779328639724537,1.541790760771383e-05,89827.73866437114,1.46,1,16,50.0
2023-09-28_10nmCat0RI_d14_p5_jvl_s1_eval.csv,1.436558812202284,1.2396210936452758,1.5992396152355578e-05,89827.61548154172,1.51,9,19,50.0
2023-09-28_10nmCat0RI_d14_p6_jvl_s1_eval.csv,1.4610028540441216,-1.886380425682563,1.6264513518700766e-05,89827.63931821729,1.53,3,17,50.0
2023-09-28_10nmCat0RI_d21_p2_jvl_s1_eval.csv,1.7748652407537788,-1.7355676786609693,1.3140955909758704e-05,135063.63258062018,0.54,0,16,50.0
2023-09-28_10nmCat0RI_d21_p4_jvl_s1_eval.csv,6.104524175619577,4.835272730073548,1.1299360847214129e-05,540253.9363210668,0.78,0,11,50.0
2023-09-28_10nmCat0RI_d22_p2_jvl_s1_eval.csv,1.8201716473495795,-1.7241782360850322,1.604625813079174e-05,113432.77868980475,1.23,2,16,50.0
2023-09-28_10nmCat0RI_d22_p4_jvl_s1_eval.csv,10.535151853687996,5.0590962920923195,2.3218957771614124e-05,453730.60915626184,1.32,0,13,50.0
2023-09-28_10nmCat0RI_d23_p2_jvl_s1_eval.csv,0.8101550425089107,-1.2597815198560804,8.42450130406674e-06,96166.52823328858,1.58,2,14,50.0
2023-09-28_10nmCat0RI_d23_p4_jvl_s1_eval.csv,7.9701245766815925,6.923988872116114,2.0719594590628455e-05,384666.04845089524,1.6,0,13,50.0
2023-09-28_10nmCat0RI_d24_p2_jvl_s1_eval.csv,1.580900036715194,0.8447464856721237,1.6843041754848068e-05,93860.72063023597,1.57,1,16,50.0
2023-09-28_10nmCat0RI_d24_p4_jvl_s1_eval.csv,8.400588589061947,0.24403755008870293,2.2375173742342204e-05,375442.3847518506,1.61,0,11,50.0
2023-09-28_10nmCat0RI_d31_p2_jvl_s1_eval.csv,2.1440826249759373,0.5168981596927834,1.555492062196254e-05,137839.50925140892,0.6,0,20,50.0
2023-09-28_10nmCat0RI_d31_p4_jvl_s1_eval.csv,10.313467207939611,15.741261112675486,1.8705584430562143e-05,551357.6571865319,0.5,0,10,50.0
2023-09-28_10nmCat0RI_d32_p1_jvl_s1_eval.csv,1.6009667610615823,2.701849921004994,1.422107200209917e-05,112577.08004187475,1.2,1,20,50.0
2023-09-28_10nmCat0RI_d32_p4_jvl_s1_eval.csv,2.73765494554573,-3.928945649219788,2.4318014584528345e-05,112577.23923265867,1.2,2,16,50.0
2023-09-28_10nmCat0RI_d32_p5_jvl_s1_eval.csv,35.10564894189561,-2.6568165689798504,0.00031183685193097717,112576.97326185807,1.07,0,16,50.0
2023-09-28_10nmCat0RI_d32_p6_jvl_s1_eval.csv,2.0814322049422103,-3.906419625722861,1.8488975694240665e-05,112576.93445887207,0.585,0,14,50.0
2023-09-28_10nmCat0RI_d33_p1_jvl_s1_eval.csv,1.4926401519005466,-0.8543737042360867,1.5548813459553753e-05,95997.04541978503,1.55,2,16,50.0
2023-09-28_10nmCat0RI_d33_p2_jvl_s1_eval.csv,1.932682389184536,4.80944411369736,2.0132760753447488e-05,95996.8884969533,1.55,1,20,50.0
2023-09-28_10nmCat0RI_d33_p4_jvl_s1_eval.csv,1.7079377146571164,-3.0719044851245934,1.779157103799437e-05,95997.01516014355,1.29,1,17,50.0
2023-09-28_10nmCat0RI_d33_p5_jvl_s1_eval.csv,2.3296849943839995,-1.8047440180515029,2.426830478801415e-05,95997.02223678207,1.6,2,15,50.0
2023-09-28_10nmCat0RI_d33_p6_jvl_s1_eval.csv,2.3361572671603072,0.7487766619958799,2.4335730009638927e-05,95997.00794818973,1.6,2,18,50.0
2023-09-28_10nmCat0RI_d34_p2_jvl_s1_eval.csv,1.0679493149756958,2.211147275621716,1.1205234667360487e-05,95308.07222507396,1.57,1,22,50.0
2023-09-28_10nmCat0RI_d34_p4_jvl_s1_eval.csv,7.903770900069207,-0.1906163851516237,2.0732139301094813e-05,381232.77030324744,1.58,0,14,50.0
2023-09-28_10nmCat0RI_d41_p2_jvl_s1_eval.csv,2.0800832272262215,0.4881925005587216,1.768225727168967e-05,117636.74712258352,0.55,0,19,50.0
2023-09-28_10nmCat0RI_d41_p4_jvl_s1_eval.csv,7.970310512488862,-8.375724828375285,1.6938417871808454e-05,470546.33867276885,0.575,0,6,50.0
2023-09-28_10nmCat0RI_d42_p1_jvl_s1_eval.csv,3.067336624971301,6.612161502516175,2.7114556361236424e-05,113125.08986340761,0.94,3,17,50.0
2023-09-28_10nmCat0RI_d42_p2_jvl_s1_eval.csv,74.44236104006488,2.166344767780059,0.0006580537110803849,113125.05314778376,0.53,0,15,50.0
2023-09-28_10nmCat0RI_d43_p1_jvl_s1_eval.csv,1.4955129440428203,0.4142485915208663,1.5884802238264106e-05,94147.40716383324,1.52,1,15,50.0
2023-09-28_10nmCat0RI_d43_p2_jvl_s1_eval.csv,2.1290888085821527,1.5957993431920066,2.2614406666744296e-05,94147.45387563462,1.5,0,19,50.0
2023-09-28_10nmCat0RI_d43_p4_jvl_s1_eval.csv,1.6037940785006655,3.445793926899455,1.703493143188105e-05,94147.37505189767,1.5,0,16,50.0
2023-09-28_10nmCat0RI_d43_p5_jvl_s1_eval.csv,1.6766301435872777,0.2730272237448923,1.7808580952887725e-05,94147.3185327215,1.53,2,15,50.0
2023-09-28_10nmCat0RI_d43_p6_jvl_s1_eval.csv,0.8622356009892056,3.182181495260172,9.158359872573011e-06,94147.38151657315,1.44,1,18,50.0
2023-09-28_10nmCat0RI_d44_p2_jvl_s1_eval.csv,2.095649420526028,1.4956639549325963,2.3118973566651055e-05,90646.30029894522,1.51,2,16,50.0
2023-09-28_10nmCat0RI_d44_p4_jvl_s1_eval.csv,9.93069725820465,12.001556636115406,2.7388620427572103e-05,362584.7926318854,1.545,0,12,50.0
2023-09-29_topemittingred_d31_p1_jvl_s1_eval.csv,2.1605903645988302,-7.685071578574048,2.1507302983699588e-05,100458.45200750389,7.87,0,3,50.0
2023-09-29_topemittingred_d31_p2_jvl_s1_eval.csv,1.835040552514811,-2.611920987122247,1.8266653011564487e-05,100458.49950470182,7.824999999999999,0,3,50.0
2023-09-29_topemittingred_d31_p4_jvl_s1_eval.csv,3.6120927320321456,-5.816550739466096,3.595604655618603e-05,100458.5619942331,6.57,0,3,50.0
2023-09-29_topemittingred_d31_p5_jvl_s1_eval.csv,1.3947042506916556,-1.9991205390904458,1.3883412253566092e-05,100458.31854725859,7.01,0,3,50.0
2023-09-29_topemittingred_d31_p6_jvl_s1_eval.csv,2.1572358229216735,-0.7433929025401897,2.1473900322524743e-05,100458.50034326888,7.41,0,3,50.0
2023-09-29_topemittingred_d31_p7_jvl_s1_eval.csv,3.658665569662401,-3.696879590065773,3.641960461070384e-05,100458.68451265688,7.19,0,3,50.0
2023-09-29_topemittingred_d31_p8_jvl_s1_eval.csv,2.650022917893925,-2.6521020531603496,2.6379303522287842e-05,100458.41110455869,7.15,0,2,50.0
2023-10-05_CBP-CzDBA-1-2As_d12_p1_jvl_s1_eval.csv,2.495572497265448,0.31000265410390815,1.0062706174561372e-05,248002.12328312654,7.27,0,9,50.0
2023-10-05_CBP-CzDBA-1-2As_d12_p2_jvl_s1_eval.csv,1.6137278071649408,-1.7360121290017325,6.506921502126966e-06,248001.73271453322,7.12,0,10,50.0
2023-10-05_CBP-CzDBA-1-2As_d12_p4_jvl_s1_eval.csv,2.3519463093816277,-1.4136107572540693,9.483582304874743e-06,248001.88723755605,6.22,0,10,50.0
2023-10-05_CBP-CzDBA-1-2As_d12_p5_jvl_s1_eval.csv,2.1481330768085725,-2.1576102973610127,8.661785583380335e-06,248001.1836047141,8.38,0,8,50.0
2023-10-05_CBP-CzDBA-1-2As_d12_p6_jvl_s1_eval.csv,3.580762105681107,-0.6324046046379014,1.4438451748331222e-05,248001.8057403535,6.12,0,7,50.0
2023-10-05_CBP-CzDBA-1-2As_d12_p7_jvl_s1_eval.csv,1.7219189682639022,-0.8432080408002207,6.943155435924461e-06,248002.3649412414,7.609999999999999,0,9,50.0
2023-10-05_CBP-CzDBA-1-2As_d12_p8_jvl_s1_eval.csv,2.0138176893795987,-0.8928044884282708,8.120191795327215e-06,248001.2467856308,5.470000000000001,0,7,50.0
2023-10-05_CBP-CzDBA-1-2As_d24_p1_jvl_s1_eval.csv,1.9857824238784036,2.2734659685863874,7.599105210483665e-06,261317.92742372272,2.575,0,9,50.0
2023-10-05_CBP-CzDBA-1-2As_d24_p2_jvl_s1_eval.csv,1.3325310093951181,3.357939749428985,5.0992646528690775e-06,261318.2684380533,3.52,0,10,50.0
2023-10-05_CBP-CzDBA-1-2As_d24_p5_jvl_s1_eval.csv,1.2822701467696036,-1.2673908396939542,4.906939530456388e-06,261317.6989059699,4.07,0,10,50.0
2023-10-05_CBP-CzDBA-1-2As_d24_p7_jvl_s1_eval.csv,0.46961720380904626,-6.323900033689626,1.7971087891388218e-06,261318.18321031515,2.505,0,10,50.0
2023-10-05_CBP-CzDBA-1-2As_d24_p8_jvl_s1_eval.csv,2.3130682008753096,-1.7246972594984162,8.851553535961922e-06,261317.76659066914,3.96,0,10,50.0
2023-10-05_CzDBAonly_d14_p1_jvl_s1_eval.csv,1.6017676993764416,-0.9514759445501495,6.733823208252501e-06,237868.98613753737,1.14,0,8,50.0
2023-10-05_CzDBAonly_d14_p2_jvl_s1_eval.csv,1.7627126883631619,0.9276915172964949,7.4104153767088735e-06,237869.61981961408,1.1349999999999998,0,10,50.0
2023-10-05_CzDBAonly_d14_p4_jvl_s1_eval.csv,2.3532665623079025,4.376766786263454,9.893171571846918e-06,237867.76012301384,1.15,0,8,50.0
2023-10-05_CzDBAonly_d14_p7_jvl_s1_eval.csv,1.4126428522869703,-0.8206489150240186,5.938736713308647e-06,237869.2507315996,1.15,0,7,50.0
2023-10-05_CzDBAonly_d14_p8_jvl_s1_eval.csv,1.6409236106510885,3.4728808687811425,6.8984470302069755e-06,237868.55265624262,1.12,0,8,50.0
2023-10-05_CzDBAonly_d44_p7_jvl_s1_eval.csv,1.4401990499108914,0.34883676305966854,6.605721425821373e-06,218022.97691229286,1.58,0,8,50.0
2023-10-05_MoO3_d44_p4_jvl_s1_eval.csv,1.862060717698345,2.2776755691826387,6.989853757808925e-06,266394.8034131741,1.15,0,5,50.0
2023-10-05_MoO3_d44_p5_jvl_s1_eval.csv,1.7957465369463224,-1.9713221238520493,6.740919818541087e-06,266394.88160162827,0.76,0,5,50.0
2023-10-06_CBP-CzDBA-0-6As_d33_p5_jvl_s1_eval.csv,1.3502309477406362,-0.1932673969387256,5.23975190252363e-06,257689.8625849675,3.56,0,11,50.0
2023-10-06_CBP-CzDBA-0-6As_d33_p6_jvl_s1_eval.csv,1.0489034671872859,-1.4688356134446436,4.070400872801857e-06,257690.4584990603,4.72,0,10,50.0
2023-10-06_CBP-CzDBA-0-6As_d33_p7_jvl_s1_eval.csv,2.3410014283298417,-1.8167191604884803,9.0845412040944e-06,257690.66106219578,2.23,0,10,50.0
2023-10-06_CBP-CzDBA-0-6As_d33_p8_jvl_s1_eval.csv,1.3780260285377097,-1.3657587821431345,5.347604603932494e-06,257690.3362534216,4.975,0,10,50.0
2023-10-06_CzDBAonly_d14_p1_jvl_s1_eval.csv,2.4805143435246153,-0.9777130225080385,9.513966341939389e-06,260723.47266881028,5.06,0,4,50.0
2023-10-06_CzDBAonly_d14_p4_jvl_s1_eval.csv,1.2598341430152336,-3.3763700036128355,4.832068800098865e-06,260723.55240253557,5.75,0,4,50.0
2023-10-06_CzDBAonly_d14_p5_jvl_s1_eval.csv,2.3794192384400863,2.76367043606754,9.12621258971579e-06,260723.62604410757,5.32,0,5,50.0
2023-10-06_CzDBAonly_d14_p6_jvl_s1_eval.csv,1.8639311553229594,-4.054253133032834,7.14906753826446e-06,260723.67415002148,4.845,0,4,50.0
2023-10-06_CzDBAonly_d14_p7_jvl_s1_eval.csv,1.1171039351227996,-0.8734238541617597,4.284630153882078e-06,260723.53855574917,1.28,0,4,50.0
2023-10-06_CzDBAonly_d14_p8_jvl_s1_eval.csv,2.590644519199332,1.3818346253229974,9.936366986423603e-06,260723.5142118863,3.93,0,5,50.0
2023-10-06_MoO3_d21_p5_jvl_s1_eval.csv,1.7563560009098362,2.65014824108927,6.793072451647585e-06,258551.0479111483,2.875,0,5,50.0
2023-10-06_MoO3_d21_p6_jvl_s1_eval.csv,1.3101969182607562,0.8790731747925743,5.067461560452795e-06,258550.93376252186,4.98,0,5,50.0
2023-10-06_MoO3_d21_p7_jvl_s1_eval.csv,1.6230212010909701,2.0425525427768867,6.277374618322967e-06,258550.95478188436,5.45,0,6,50.0
2023-10-06_MoO3_d21_p8_jvl_s1_eval.csv,2.2417511468173403,5.2485853335783865,8.670440773679071e-06,258551.0016541077,5.23,0,6,50.0
2023-10-06_MoO3_d44_p1_jvl_s1_eval.csv,2.339337330350669,-3.0635398001301564,8.781468841335022e-06,266394.76522870926,4.5,0,4,50.0
2023-10-06_MoO3_d44_p4_jvl_s1_eval.csv,1.862060717698345,2.2776755691826387,6.989853757808925e-06,266394.8034131741,1.15,0,5,50.0
2023-10-06_MoO3_d44_p5_jvl_s1_eval.csv,1.7957465369463224,-1.9713221238520493,6.740919818541087e-06,266394.88160162827,0.76,0,5,50.0
2023-10-09_10nmHTL140nmEML_d11_p1_jvl_s2_eval.csv,0.3218084033541079,-0.5065569236259815,6.8928505633655574e-06,46687.27406691074,0.59,7,22,50.0
2023-10-09_10nmHTL140nmEML_d11_p2_jvl_s1_eval.csv,0.31578161025481577,-0.09337412718672573,6.763792493038864e-06,46687.063593362866,0.62,6,23,50.0
2023-10-09_10nmHTL140nmEML_d11_p4_jvl_s1_eval.csv,2.1085121960954627,-0.007003058870725105,4.516266894977163e-05,46687.05913816735,0.5700000000000001,7,23,50.0
2023-10-09_10nmHTL140nmEML_d11_p6_jvl_s1_eval.csv,0.13750526436441202,-0.3571564806368687,2.945250413801855e-06,46687.12165187827,0.46,5,23,50.0
2023-10-09_10nmHTL140nmEML_d21_p1_jvl_s1_eval.csv,0.28547388423429026,-0.6396352885525071,4.842433961002118e-06,58952.56115691309,0.71,4,22,50.0
2023-10-09_10nmHTL140nmEML_d21_p4_jvl_s1_eval.csv,0.11679074326034616,-0.1680152955106531,1.9810911695886744e-06,58952.735266895834,0.89,4,24,50.0
2023-10-09_10nmHTL140nmEML_d21_p5_jvl_s1_eval.csv,0.49046057340005045,-1.0464069232686228,8.31958866504562e-06,58952.50271935903,0.89,4,21,50.0
2023-10-09_10nmHTL140nmEML_d22_p4_jvl_s1_eval.csv,0.26269788410523376,-0.7353879894676468,4.804656306357638e-06,54675.68694926743,0.53,5,23,50.0
2023-10-09_10nmHTL140nmEML_d31_p2_jvl_s1_eval.csv,0.47274924533082785,-0.5198162479834587,5.684090858606051e-06,83170.5996773534,0.63,5,22,50.0
2023-10-09_10nmHTL140nmEML_d31_p4_jvl_s1_eval.csv,0.350851271573614,-0.3742654981326257,4.2184778718817e-06,83170.11069613905,0.75,2,22,50.0
2023-10-09_10nmHTL140nmEML_d31_p5_jvl_s1_eval.csv,0.6510650988014555,-0.9231918307804521,7.828083347083684e-06,83170.43520544613,0.99,1,22,50.0
2023-10-09_10nmHTL140nmEML_d31_p6_jvl_s1_eval.csv,0.4009484917540621,0.6695243902439024,4.820788317277579e-06,83170.73170731709,0.965,3,21,50.0
2023-10-09_10nmHTL140nmEML_d32_p4_jvl_s1_eval.csv,23.290021168596365,0.5503318098259884,0.0003047037249526169,76434.97358694283,0.78,2,17,50.0
2023-10-09_10nmHTL140nmEML_d32_p5_jvl_s1_eval.csv,0.4725960245027739,0.12993961324279235,6.182973933849848e-06,76435.06661340727,0.77,3,20,50.0
2023-10-09_10nmHTL140nmEML_d32_p6_jvl_s1_eval.csv,0.41183710007570634,-0.2331263691841646,5.388078404114856e-06,76434.87514234905,0.655,2,20,50.0
2023-10-09_10nmHTL140nmEML_d41_p1_jvl_s1_eval.csv,0.34120827760773925,1.1757209772226305,3.3519480239937427e-06,101794.02400195935,0.57,2,22,50.0
2023-10-09_10nmHTL140nmEML_d41_p2_jvl_s1_eval.csv,0.6414095404872725,0.4020860686904151,6.301058112200944e-06,101793.94144061142,0.81,1,22,50.0
2023-10-13_10nmCat0RI15_d24_p1_jvl_s1_eval.csv,2.9655181435402236,3.858570386936757,3.512289930452148e-05,84432.61240561832,2.4450000000000003,0,3,50.0
2023-10-13_10nmCat0RI15_d43_p1_jvl_s1_eval.csv,1.4957417359343943,0.41431196557537603,1.5884802238264106e-05,94161.81035804,1.52,1,15,50.0
2023-10-18_06allebis15_d11_p1_jvl_s1_eval.csv,6.508421518977712,1.806477005810049,2.4138931210805503e-05,269623.4337029924,22.2,0,16,50.0
2023-10-18_06allebis15_d11_p4_jvl_s1_eval.csv,6.122443601760892,-1.8604017220834677,2.2707386448148443e-05,269623.43798311125,15.885000000000002,0,18,50.0
2023-10-18_06allebis15_d11_p5_jvl_s1_eval.csv,5.256999756899616,-8.789723467264288,1.949756357104909e-05,269623.4192412358,21.445,0,9,50.0
2023-10-18_06allebis15_d11_p6_jvl_s1_eval.csv,5.191175304355016,1.3211549141501,1.925342646717782e-05,269623.4518673674,21.32,0,13,50.0
