theta_deg,ITO50 + chirped DBR (air): 1-R (%),ITO50 + chirped DBR + Ag: 1-R (%),Ag: 1-R (%),ITO50 + DBR + Ag (re-opt): 1-R (%),LiF only + Ag (no ITO50): 1-R (%),ITO50 + chirped DBR (air): T (%),ITO50 + chirped DBR + Ag: T (%),Ag: T (%),ITO50 + DBR + Ag (re-opt): T (%),LiF only + Ag (no ITO50): T (%),cos.sin (norm)
70.25,6.00614826775632,8.120444425864132,5.401015821027667,6.591269331202762,6.630884310045533,0.0,0.0,0.0,0.0,0.0,0.6361024411095944
70.75,5.988166831345939,8.154966746882529,5.3802145980448755,6.559335802821736,6.661365818479098,0.0,0.0,0.0,0.0,0.0,0.6225383409900803
71.25,5.9608372966606415,8.190376885689536,5.355241213910538,6.510778273466805,6.6811576299704925,0.0,0.0,0.0,0.0,0.0,0.6087846096612364
71.75,5.9290085873440095,8.221435955725605,5.3257120273234975,6.4458663755148695,6.690396220335063,0.0,0.0,0.0,0.0,0.0,0.5948454366428603
72.25000000000001,5.897870579230525,8.241633762157672,5.291115857916803,6.365423394596863,6.689489398124089,0.0,0.0,0.0,0.0,0.0,0.5807250679420857
72.75,5.872044808263149,8.24510149027495,5.2508329193387135,6.270805434297986,6.679100434495168,0.0,0.0,0.0,0.0,0.0,0.5664278047600063
73.25,5.854746858133862,8.228470184664296,5.204168274422101,6.16383137979356,6.660117883114445,0.0,0.0,0.0,0.0,0.0,0.5519580021814875
73.74999999999999,5.8475085324242215,8.191432585289538,5.150398517350762,6.0466733480962525,6.6336138923595245,0.0,0.0,0.0,0.0,0.0,0.537320067848567
74.25,5.850276430357968,8.136646618949928,5.088828754086694,5.921727656367272,6.600794732671046,0.0,0.0,0.0,0.0,0.0,0.5225184606178432
74.75,5.861113226665475,8.069219785714086,5.018855275489272,5.7914848996244706,6.562947592745578,0.0,0.0,0.0,0.0,0.0,0.5075576892022652
75.25,5.876444930466634,7.9958532998607525,4.940027861825145,5.658408836227675,6.521387533230115,0.0,0.0,0.0,0.0,0.0,0.4924423107977347
75.75,5.892100057930202,7.92387114405536,4.8521048089281456,5.5248290126191915,6.477407921650211,0.0,0.0,0.0,0.0,0.0,0.47717692969493963
76.25,5.903678102372171,7.859838455082118,4.755093887882579,5.392853315979014,6.43223677958866,0.0,0.0,0.0,0.0,0.0,0.46176619587684214
76.75000000000001,5.9067262706729045,7.809004057315136,4.649273707011663,5.2643042697595215,6.387000389821395,0.0,0.0,0.0,0.0,0.0,0.44621480360225113
77.25,5.8975378513433565,7.775393336957266,4.535192214161441,5.140674710968628,6.342694482350218,0.0,0.0,0.0,0.0,0.0,0.4305274899759034
77.75,5.873448865220129,7.761402645705534,4.413641986195825,5.0230970861846735,6.300162579406186,0.0,0.0,0.0,0.0,0.0,0.41470903350549554
78.24999999999999,5.833258219526666,7.767058121872089,4.285614993906992,4.912328991069441,6.260080697733998,0.0,0.0,0.0,0.0,0.0,0.3987642526461053
78.75,5.777848594668789,7.7897125715855315,4.15224216236638,4.80876164018945,6.2229474769471445,0.0,0.0,0.0,0.0,0.0,0.3826980043324426
79.25,5.709054275648732,7.824702845222263,4.014724771102459,4.71245005108247,6.189078794949069,0.0,0.0,0.0,0.0,0.0,0.3665151824993815
79.75,5.629189462014987,7.8671648747128105,3.874265219983676,4.62315314068168,6.158605991613605,0.0,0.0,0.0,0.0,0.0,0.350220716591219
80.25,5.541269497020105,7.9125103308453095,3.73200388177641,4.54037097679122,6.131476909667221,0.0,0.0,0.0,0.0,0.0,0.3338195700601187
80.75,5.448869002796153,7.955627133733896,3.5889669369704955,4.463375542240095,6.10745893878827,0.0,0.0,0.0,0.0,0.0,0.31731673885419487
81.25000000000001,5.354981678880325,7.9910671536581175,3.446027715586225,4.391243414715832,6.086142933692781,0.0,0.0,0.0,0.0,0.0,0.30071724989569976
81.75,5.259019920894629,8.011099531907695,3.3038817286811106,4.322900963079275,6.066946266878494,0.0,0.0,0.0,0.0,0.0,0.28402615954977345
82.25,5.164064957938461,8.011808240369694,3.1630337900513665,4.257175863410298,6.049112634340176,0.0,0.0,0.0,0.0,0.0,0.26724855208422504
82.74999999999999,5.075422601917913,7.995604711931121,3.0237946371610565,4.192826361212153,6.031705785877507,0.0,0.0,0.0,0.0,0.0,0.250389538120817
83.25,4.978894654394335,7.945395735508651,2.8862840341730416,4.128522739182301,6.013593875405684,0.0,0.0,0.0,0.0,0.0,0.23345425307851894
83.75,4.896589307547429,7.882122104147582,2.750437020540266,4.06279004169035,5.9934198610531935,0.0,0.0,0.0,0.0,0.0,0.21644785560921107
84.25,4.7967400459553815,7.776842016219178,2.6160094407896217,3.9939456373380677,5.969550214026005,0.0,0.0,0.0,0.0,0.0,0.19937552602630756
84.75,4.719609254225343,7.669343568876773,2.482578014223095,3.9200451983520694,5.939987712091854,0.0,0.0,0.0,0.0,0.0,0.18224246472678238
85.25,4.602582281955573,7.494011495601216,2.349528631034528,3.8388055122308216,5.902222272924961,0.0,0.0,0.0,0.0,0.0,0.1650538906070786
85.75000000000001,4.519037891928669,7.344891207850359,2.216023231387541,3.7474450778200454,5.852972504579146,0.0,0.0,0.0,0.0,0.0,0.14781503947338295
86.25,4.4067491716452,7.10444340240252,2.0809280355188498,3.6423812135129565,5.787729380894,0.0,0.0,0.0,0.0,0.0,0.13053116244674767
86.75,4.221496093614594,6.7948258872680745,1.9426681524807143,3.5186996828899595,5.699924172096896,0.0,0.0,0.0,0.0,0.0,0.11320752436354739
87.24999999999999,4.097252975707893,6.537441951459937,1.7989300179725165,3.369193951191548,5.579328521558418,0.0,0.0,0.0,0.0,0.0,0.09584940217176006
87.75,4.004522228629462,6.2174207588570605,1.6460158964116685,3.182245134339004,5.408723950749752,0.0,0.0,0.0,0.0,0.0,0.07846208332355675
88.25,3.775281538201239,5.635974039242545,1.4772951878294884,2.9374899565464503,5.156148218775228,0.0,0.0,0.0,0.0,0.0,0.061050864164693824
88.75,3.242681429373177,4.69108394795635,1.2788758704549448,2.5960662779329886,4.753742834012635,0.0,0.0,0.0,0.0,0.0,0.04362104832119378
89.25,2.3902387437447388,3.422318824109691,1.014271166570747,2.0682740161658812,4.024171080057132,0.0,0.0,0.0,0.0,0.0,0.026177945083808503
89.75,1.052731491252968,1.4930255945097015,0.5413180474307815,1.0597599786653291,2.2865036615473233,0.0,0.0,0.0,0.0,0.0,0.008726867790758812
