wavelength_nm,n,k
5.140000000000000000e+02,2.352275999999999812e+00,2.502314000000000149e+00
5.150000000000000000e+02,2.367354000000000180e+00,2.496747000000000050e+00
5.160000000000000000e+02,2.382273999999999781e+00,2.491061999999999887e+00
5.170000000000000000e+02,2.397032999999999969e+00,2.485262000000000082e+00
5.180000000000000000e+02,2.411627999999999883e+00,2.479352000000000000e+00
5.190000000000000000e+02,2.426057999999999826e+00,2.473336000000000201e+00
5.200000000000000000e+02,2.440319000000000127e+00,2.467219000000000051e+00
5.210000000000000000e+02,2.454410000000000203e+00,2.461005000000000109e+00
5.220000000000000000e+02,2.468328000000000078e+00,2.454698000000000047e+00
5.230000000000000000e+02,2.482072000000000056e+00,2.448300000000000143e+00
5.240000000000000000e+02,2.495639000000000163e+00,2.441816999999999904e+00
5.250000000000000000e+02,2.509027999999999814e+00,2.435249999999999915e+00
5.260000000000000000e+02,2.522234999999999783e+00,2.428602999999999845e+00
5.270000000000000000e+02,2.535258999999999929e+00,2.421879999999999811e+00
5.280000000000000000e+02,2.548097999999999974e+00,2.415081999999999951e+00
5.290000000000000000e+02,2.560750000000000082e+00,2.408214000000000077e+00
5.300000000000000000e+02,2.573214000000000112e+00,2.401276999999999884e+00
5.310000000000000000e+02,2.585487000000000091e+00,2.394273999999999791e+00
5.320000000000000000e+02,2.597570999999999852e+00,2.387208000000000219e+00
5.330000000000000000e+02,2.609472999999999931e+00,2.380079999999999973e+00
5.340000000000000000e+02,2.621195999999999859e+00,2.372895000000000199e+00
5.350000000000000000e+02,2.632747000000000170e+00,2.365654999999999841e+00
5.360000000000000000e+02,2.644130999999999787e+00,2.358362000000000069e+00
5.370000000000000000e+02,2.655352000000000157e+00,2.351018999999999970e+00
5.380000000000000000e+02,2.666415999999999897e+00,2.343628999999999962e+00
5.390000000000000000e+02,2.677327000000000012e+00,2.336193999999999882e+00
5.400000000000000000e+02,2.688089999999999868e+00,2.328717000000000148e+00
5.410000000000000000e+02,2.698707999999999885e+00,2.321200999999999848e+00
5.420000000000000000e+02,2.709187000000000012e+00,2.313648000000000149e+00
5.430000000000000000e+02,2.719529999999999781e+00,2.306059999999999999e+00
5.440000000000000000e+02,2.729741999999999891e+00,2.298439999999999817e+00
5.450000000000000000e+02,2.739825999999999873e+00,2.290792000000000161e+00
5.460000000000000000e+02,2.749785999999999841e+00,2.283115000000000006e+00
5.470000000000000000e+02,2.759625000000000217e+00,2.275415000000000187e+00
5.480000000000000000e+02,2.769347999999999921e+00,2.267692999999999959e+00
5.490000000000000000e+02,2.778957999999999817e+00,2.259949999999999903e+00
5.500000000000000000e+02,2.788457999999999881e+00,2.252190999999999832e+00
5.510000000000000000e+02,2.797851000000000088e+00,2.244416000000000189e+00
5.520000000000000000e+02,2.807141000000000108e+00,2.236629000000000200e+00
5.530000000000000000e+02,2.816329999999999778e+00,2.228832000000000146e+00
5.540000000000000000e+02,2.825422000000000100e+00,2.221026999999999862e+00
5.550000000000000000e+02,2.834419000000000022e+00,2.213214999999999932e+00
5.560000000000000000e+02,2.843320999999999987e+00,2.205398999999999887e+00
5.570000000000000000e+02,2.852129000000000136e+00,2.197579000000000171e+00
5.580000000000000000e+02,2.860841000000000189e+00,2.189756000000000036e+00
5.590000000000000000e+02,2.869457000000000146e+00,2.181929999999999925e+00
5.600000000000000000e+02,2.877975999999999868e+00,2.174103000000000119e+00
5.610000000000000000e+02,2.886397999999999797e+00,2.166274000000000033e+00
5.620000000000000000e+02,2.894721999999999795e+00,2.158444999999999947e+00
5.630000000000000000e+02,2.902949000000000002e+00,2.150615999999999861e+00
5.640000000000000000e+02,2.911075999999999997e+00,2.142787000000000219e+00
5.650000000000000000e+02,2.919103999999999921e+00,2.134959999999999969e+00
5.660000000000000000e+02,2.927032000000000078e+00,2.127133999999999858e+00
5.670000000000000000e+02,2.934861000000000164e+00,2.119311000000000167e+00
5.680000000000000000e+02,2.942588999999999899e+00,2.111489000000000171e+00
