wavelength_nm,n,k
6.790000000000000000e+02,1.704739999999999922e+00,1.184999999999999942e-02
6.800000000000000000e+02,1.703920000000000101e+00,1.193999999999999923e-02
6.810000000000000000e+02,1.703100000000000058e+00,1.203000000000000076e-02
6.820000000000000000e+02,1.702280000000000015e+00,1.212000000000000056e-02
6.830000000000000000e+02,1.701470000000000038e+00,1.220000000000000077e-02
6.840000000000000000e+02,1.700649999999999995e+00,1.229000000000000058e-02
6.850000000000000000e+02,1.699829999999999952e+00,1.238000000000000038e-02
6.860000000000000000e+02,1.699009999999999909e+00,1.247000000000000018e-02
6.870000000000000000e+02,1.698190000000000088e+00,1.255999999999999998e-02
6.880000000000000000e+02,1.697370000000000045e+00,1.265999999999999938e-02
6.890000000000000000e+02,1.696550000000000002e+00,1.274999999999999918e-02
6.900000000000000000e+02,1.695729999999999960e+00,1.284000000000000072e-02
6.910000000000000000e+02,1.694900000000000073e+00,1.294000000000000011e-02
6.920000000000000000e+02,1.694069999999999965e+00,1.302999999999999992e-02
6.930000000000000000e+02,1.693240000000000078e+00,1.312999999999999931e-02
6.940000000000000000e+02,1.692409999999999970e+00,1.322000000000000085e-02
6.950000000000000000e+02,1.691580000000000084e+00,1.332000000000000024e-02
6.960000000000000000e+02,1.690770000000000106e+00,1.341999999999999964e-02
6.970000000000000000e+02,1.689950000000000063e+00,1.352000000000000077e-02
6.980000000000000000e+02,1.689140000000000086e+00,1.361000000000000057e-02
6.990000000000000000e+02,1.688320000000000043e+00,1.370999999999999996e-02
7.000000000000000000e+02,1.687510000000000066e+00,1.380999999999999936e-02
